UO;UO_Nome;Curso;Curso_Nome;Grupo_Grau;Grupo_Grau_Nome;CNAEF_1D;CNAEF_1D_Nome;CNAEF_2D;CNAEF_2D_Nome;CNAEF_3D;CNAEF_3D_Nome;A1984_2004_TD_PE_6M;A2005_TD_PE_6M;A2006_TD_PE_6M;A2007_TD_PE_6M;A2008_TD_PE_6M;A2009_TD_PE_6M;A2010_TD_PE_6M;A2011_TD_PE_6M;A2012_TD_PE_6M;A2013_TD_PE_6M;A2014_TD_PE_6M;A1984_2004_TD_PE_6_12M;A2005_TD_PE_6_12M;A2006_TD_PE_6_12M;A2007_TD_PE_6_12M;A2008_TD_PE_6_12M;A2009_TD_PE_6_12M;A2010_TD_PE_6_12M;A2011_TD_PE_6_12M;A2012_TD_PE_6_12M;A2013_TD_PE_6_12M;A2014_TD_PE_6_12M;A1984_2004_TD_PE_12M;A2005_TD_PE_12M;A2006_TD_PE_12M;A2007_TD_PE_12M;A2008_TD_PE_12M;A2009_TD_PE_12M;A2010_TD_PE_12M;A2011_TD_PE_12M;A2012_TD_PE_12M;A2013_TD_PE_12M;A2014_TD_PE_12M;A1984_2004_TD_NE_6M;A2005_TD_NE_6M;A2006_TD_NE_6M;A2007_TD_NE_6M;A2008_TD_NE_6M;A2009_TD_NE_6M;A2010_TD_NE_6M;A2011_TD_NE_6M;A2012_TD_NE_6M;A2013_TD_NE_6M;A2014_TD_NE_6M;A1984_2004_TD_NE_6_12M;A2005_TD_NE_6_12M;A2006_TD_NE_6_12M;A2007_TD_NE_6_12M;A2008_TD_NE_6_12M;A2009_TD_NE_6_12M;A2010_TD_NE_6_12M;A2011_TD_NE_6_12M;A2012_TD_NE_6_12M;A2013_TD_NE_6_12M;A2014_TD_NE_6_12M;A1984_2004_TD_NE_12M;A2005_TD_NE_12M;A2006_TD_NE_12M;A2007_TD_NE_12M;A2008_TD_NE_12M;A2009_TD_NE_12M;A2010_TD_NE_12M;A2011_TD_NE_12M;A2012_TD_NE_12M;A2013_TD_NE_12M;A2014_TD_NE_12M;Dip_1984_2004;Dip_2005;Dip_2006;Dip_2007;Dip_2008;Dip_2009;Dip_2010;Dip_2011;Dip_2012;Dip_2013;A1984_2004_Total;A2005_Total;A2006_Total;A2007_Total;A2008_Total;A2009_Total;A2010_Total;A2011_Total;A2012_Total;A2013_Total;A2014_Total;A1984_2014_TOTAL
2750;Universidade Fernando Pessoa;0416;Gestão;L;Licenciatura;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;1;;;;;;;;2;;;;;;1;;;;;6;;2;1;;;2;;;;;69;14;10;20;23;6;5;;;;11;0;2;2;0;0;3;0;0;0;0;18
2750;Universidade Fernando Pessoa;0491;Informática de Gestão;L;Licenciatura;400;Ciências, Matemática e Informática;480;Informática;481;Ciências Informáticas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;48;1;;4;5;;;;;;1;1;0;0;0;0;0;0;0;0;0;2
2750;Universidade Fernando Pessoa;0547;Literatura Comparada;L;Licenciatura;200;Artes e Humanidades;220;Humanidades;225;História e Arqueologia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;2;;;;;;;;;;;29;2;3;2;1;;1;;;;2;1;0;0;0;0;0;0;0;0;0;3
2750;Universidade Fernando Pessoa;0555;Marketing;B;Bacharelato;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;1;;;;;;;;;;;3;;;;;;;;;;;22;;;;;;;;;;6;0;0;0;0;0;0;0;0;0;0;6
2750;Universidade Fernando Pessoa;0562;Marketing;L;Licenciatura;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;1;1;1;;;;;;3;1;;;;;;;;;;8;;;;;;;;;;;104;9;9;2;12;1;3;;;;17;1;0;1;1;1;2;0;0;0;0;23
2750;Universidade Fernando Pessoa;0583;Medicina Dentária;L;Licenciatura;700;Saúde e Protecção Social;720;Saúde;724;Ciências Dentárias;;;;;;;2;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;;2;;;;;50;57;46;70;93;95;76;;;;0;0;0;0;0;1;7;0;0;0;0;8
2750;Universidade Fernando Pessoa;0593;Ciências da Administração;L;Licenciatura;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;14;3;1;;3;3;1;;;;3;0;0;0;0;0;0;0;0;0;0;3
2750;Universidade Fernando Pessoa;0635;Contabilidade e Auditoria;L;Licenciatura;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;344;Contabilidade e Fiscalidade;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;2;;;;;;;;;;;66;4;1;1;2;;;;;;3;0;0;0;0;0;0;0;0;0;0;3
2750;Universidade Fernando Pessoa;0641;Engenharia Publicitária;L;Licenciatura;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;1;1;2;;;;;;;5;;;1;;;;;;;;14;4;1;;;;;;;;;194;15;5;14;21;7;2;;;;26;4;2;2;2;0;0;0;0;0;0;36
2750;Universidade Fernando Pessoa;0695;Psicologia;L;Licenciatura;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;311;Psicologia;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;3;;;1;7;;2;;;;;;;2;;;1;;;;;;4;2;;5;3;1;2;;;;;51;49;79;65;87;28;10;;;;7;2;2;6;11;2;4;0;0;0;0;34
2750;Universidade Fernando Pessoa;0696;Psicologia Social e do Trabalho;L;Licenciatura;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;311;Psicologia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;1;;;;;;;;;2;;;;;1;;;;;;18;2;1;;;;1;;;;;204;17;8;;;4;1;;;;27;2;2;0;0;1;1;0;0;0;0;33
2750;Universidade Fernando Pessoa;0730;Relações e Cooperação Internacionais;B;Bacharelato;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;313;Ciência Política e Cidadania;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;23;;;;;;;;;;6;0;0;0;0;0;0;0;0;0;0;6
2750;Universidade Fernando Pessoa;0732;Relações Internacionais;L;Licenciatura;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;313;Ciência Política e Cidadania;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;;;;;2;;;;;;;;;;;5;2;;2;1;;;;;;;51;6;5;9;6;8;4;;;;8;2;0;2;1;1;1;0;0;0;0;15
2750;Universidade Fernando Pessoa;0734;Relações Públicas;B;Bacharelato;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;33;;;;;;;;;;3;0;0;0;0;0;0;0;0;0;0;3
2750;Universidade Fernando Pessoa;0755;Serviço Social;L;Licenciatura;700;Saúde e Protecção Social;760;Serviços Sociais;762;Trabalho Social e Orientação;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;;3;;2;;1;1;2;;;;;;;;;1;2;;;;;;;;2;3;3;;1;;;;;38;35;38;43;37;9;3;;;;3;0;4;4;6;5;3;0;0;0;0;25
2750;Universidade Fernando Pessoa;1005;Arquitectura e Urbanismo;L;Licenciatura;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;581;Arquitectura e Urbanismo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;2;5;6;11;11;8;6;;;;0;0;0;1;1;0;0;0;0;0;0;2
2750;Universidade Fernando Pessoa;1715;Relações Públicas;L;Licenciatura;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;1;;;;;;7;;;;;;;;;;;10;;3;1;;1;1;;;;;220;5;5;8;5;2;6;;;;26;0;3;1;0;2;1;0;0;0;0;33
2750;Universidade Fernando Pessoa;2255;Engenharia Publicitária;L;Licenciatura;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;4;;;;;;;;;;;5;;;;;;;;;;;32;;;;;;;;;;12;0;0;0;0;0;0;0;0;0;0;12
2750;Universidade Fernando Pessoa;2548;Marketing;L;Licenciatura;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;3;;;;;;;;;;;2;;;;;;;;;;;92;;;;;;;;;;6;0;0;0;0;0;0;0;0;0;0;6
2750;Universidade Fernando Pessoa;2670;Relações e Cooperação Internacionais;L;Licenciatura;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;313;Ciência Política e Cidadania;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;;;;;;;;;;3;;;;;;;;;;;135;;;;;;;;;;7;0;0;0;0;0;0;0;0;0;0;7
2750;Universidade Fernando Pessoa;2680;Relações Públicas;L;Licenciatura;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;4;;;;;;;;;;;4;;;;;;;;;;;124;;;;;;;;;;13;0;0;0;0;0;0;0;0;0;0;13
2750;Universidade Fernando Pessoa;4060;Ciências Empresariais;M;Mestrado;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;4;8;4;2;2;1;;;;0;1;1;0;0;0;0;0;0;0;0;2
2750;Universidade Fernando Pessoa;4076;Ciências da Comunicação;M;Mestrado;300;Ciências Sociais, Comércio e Direito;320;Informação e Jornalismo;321;Jornalismo e Reportagem;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;;1;1;1;;;;;13;2;10;7;6;4;2;;;;1;0;1;0;1;1;2;0;0;0;0;6
2750;Universidade Fernando Pessoa;4756;Psicologia;M;Mestrado;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;311;Psicologia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;1;;1;1;1;;;;;1;;;;;1;;;;;;42;9;7;9;11;8;1;;;;2;0;1;1;1;2;1;0;0;0;0;8
2750;Universidade Fernando Pessoa;4804;Relações Internacionais;M;Mestrado;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;313;Ciência Política e Cidadania;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;6;1;2;3;2;;;;;;0;0;0;0;1;0;0;0;0;0;0;1
2750;Universidade Fernando Pessoa;5214;Ciências Sociais;D;Doutoramento;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;312;Sociologia e Outros Estudos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;3;;;;0;0;0;0;0;0;1;0;0;0;0;1
2750;Universidade Fernando Pessoa;5419;Ciências Sociais;D;Doutoramento;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;312;Sociologia e Outros Estudos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;8;0;0;0;0;0;0;0;0;0;0;1;1
2750;Universidade Fernando Pessoa;5741;Ciências da Informação;D;Doutoramento;300;Ciências Sociais, Comércio e Direito;320;Informação e Jornalismo;322;Biblioteconomia, Arquivo e Documentação (BAD);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;2;9;0;0;0;0;0;0;0;0;0;1;0;1
2750;Universidade Fernando Pessoa;6033;Ciências da Educação - Educação Especial;M;Mestrado;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;142;Ciências da Educação;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;25;0;0;0;0;0;0;0;0;0;1;0;1
2750;Universidade Fernando Pessoa;6853;Mediação e Interculturalidade;M;Mestrado;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;312;Sociologia e Outros Estudos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;5;0;0;0;0;0;0;0;0;0;1;0;1
2750;Universidade Fernando Pessoa;6854;Psicologia Jurídica;M;Mestrado;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;311;Psicologia;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;8;2;8;0;0;0;0;0;0;0;1;2;0;2;5
2750;Universidade Fernando Pessoa;6974;Acção Humanitária, Cooperação e Desenvolvimento;M;Mestrado;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;313;Ciência Política e Cidadania;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;3;0;0;0;0;0;0;0;0;0;0;2;2
2750;Universidade Fernando Pessoa;9020;Ciência Política e Relações Internacionais;L1;Licenciatura 1.º Ciclo;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;313;Ciência Política e Cidadania;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;2;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;7;8;7;11;5;0;0;0;0;0;1;0;3;2;0;3;9
2750;Universidade Fernando Pessoa;9023;Ciências da Comunicação;L1;Licenciatura 1.º Ciclo;300;Ciências Sociais, Comércio e Direito;320;Informação e Jornalismo;321;Jornalismo e Reportagem;;;;;;;;1;2;2;3;;;;;;;;;1;1;2;;;;;;;;1;;3;;;;;;1;;;3;4;1;1;;;;;;1;1;;;3;;;;;;;;;3;4;;3;;;;;24;26;32;25;33;12;0;0;0;0;1;1;1;8;11;10;9;41
2750;Universidade Fernando Pessoa;9039;Ciências da Informação e da Documentação;L1;Licenciatura 1.º Ciclo;300;Ciências Sociais, Comércio e Direito;320;Informação e Jornalismo;322;Biblioteconomia, Arquivo e Documentação (BAD);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;3;5;;0;0;0;0;0;0;0;1;0;0;0;1
2750;Universidade Fernando Pessoa;9045;Ciências Empresariais;L1;Licenciatura 1.º Ciclo;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;1;1;;3;;;;;1;;3;;;;;;;;;;2;1;;1;;;;;;;12;23;25;15;17;6;0;0;0;0;1;2;5;1;2;1;3;15
2750;Universidade Fernando Pessoa;9066;Criminologia;L1;Licenciatura 1.º Ciclo;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;312;Sociologia e Outros Estudos;;;;;;;;1;1;5;3;;;;;;;;1;2;2;1;;;;;;;;;1;4;1;;;;;;;;;3;3;2;;;;;;;;1;;2;;;;;;;;;1;3;1;;;;;;;;;8;25;28;0;0;0;0;0;0;0;4;10;17;7;38
2750;Universidade Fernando Pessoa;9089;Engenharia Civil;L1;Licenciatura 1.º Ciclo;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;582;Construção Civil e Engenharia Civil;;;;;;;;2;1;;1;;;;;;;;;;;;;;;;;;1;;2;;;;;;;;;;1;1;1;1;;;;;;;;;2;;;;;;;;1;;1;1;1;;;;;;20;54;62;52;48;35;0;0;0;0;0;1;1;4;7;2;2;17
2750;Universidade Fernando Pessoa;9099;Engenharia do Ambiente;L1;Licenciatura 1.º Ciclo;800;Serviços;850;Protecção do Ambiente;851;Tecnologia de Protecção do Ambiente;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;4;7;10;4;6;9;0;0;0;0;0;0;0;2;1;1;0;4
2750;Universidade Fernando Pessoa;9119;Engenharia Informática;L1;Licenciatura 1.º Ciclo;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;523;Electrónica e Automação;;;;;;;;;;1;3;;;;;;;;;;;;;;;;;1;;;;1;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;7;15;20;19;14;14;0;0;0;0;1;1;2;1;0;3;3;11
2750;Universidade Fernando Pessoa;9134;Estudos Culturais;L1;Licenciatura 1.º Ciclo;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;312;Sociologia e Outros Estudos;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;3;1;;0;0;0;0;0;0;0;2;1;0;0;3
2750;Universidade Fernando Pessoa;9219;Psicologia;L1;Licenciatura 1.º Ciclo;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;311;Psicologia;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;1;;1;;3;;;;;;2;1;;1;;1;;;;;;9;8;14;8;12;5;0;0;0;0;2;2;0;3;1;5;1;14
2750;Universidade Fernando Pessoa;9238;Serviço Social;L1;Licenciatura 1.º Ciclo;700;Saúde e Protecção Social;760;Serviços Sociais;762;Trabalho Social e Orientação;;;;;1;;;;;;;;;;;;;;;;1;;;;;;;;;1;1;1;;;;;;;;2;;;;2;;;;;;;;;1;;;;;;;;;1;;2;;;;;;;12;35;13;6;18;19;0;0;0;0;1;0;3;1;4;2;2;13
2750;Universidade Fernando Pessoa;9269;Ciência Política e Relações Internacionais;M;Mestrado;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;313;Ciência Política e Cidadania;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;1;2;2;2;0;0;0;0;0;0;0;0;0;2;0;2
2750;Universidade Fernando Pessoa;9272;Ciências da Comunicação;M;Mestrado;300;Ciências Sociais, Comércio e Direito;320;Informação e Jornalismo;321;Jornalismo e Reportagem;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;6;17;9;3;11;0;0;0;0;0;0;1;1;1;2;1;6
2750;Universidade Fernando Pessoa;9330;Serviço Social;M;Mestrado;700;Saúde e Protecção Social;760;Serviços Sociais;762;Trabalho Social e Orientação;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;1;;1;;1;2;0;0;0;0;0;0;0;0;1;0;0;1
2750;Universidade Fernando Pessoa;9402;Ciências Empresariais;M;Mestrado;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;2;;5;8;0;0;0;0;0;0;1;0;0;1;0;2
2750;Universidade Fernando Pessoa;9463;Psicologia;M;Mestrado;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;311;Psicologia;;;;;;;;;;1;1;;;;;;;;1;1;1;;;;;;;1;;;2;3;;;;;;;;;2;4;;;;;;;;;;;1;;1;;;;;;1;;;5;;;;;;;;16;70;23;16;19;0;0;0;0;0;2;0;3;13;5;2;25
2750;Universidade Fernando Pessoa;9494;Ciências Farmacêuticas;M;Mestrado;700;Saúde e Protecção Social;720;Saúde;727;Ciências Farmacêuticas;;;;;;;;;;3;20;;;;;;;;;;2;3;;;;;;;;1;1;2;2;;;;;;;;1;2;3;4;;;;;;;;;2;;;;;;;;;2;3;2;2;;;;;;;;5;53;72;96;0;0;0;0;0;0;2;5;7;12;29;55
2750;Universidade Fernando Pessoa;9502;Engenharia e Gestão da Qualidade;L1;Licenciatura 1.º Ciclo;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;529;Engenharia e Técnicas Afins - programas não classificados noutra área de formação;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;2;3;1;7;6;4;4;0;0;0;0;1;0;0;0;1;0;1;3
2750;Universidade Fernando Pessoa;9507;Arquitectura e Urbanismo;M;Mestrado;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;581;Arquitectura e Urbanismo;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;1;;;;;;1;;;;1;;;;;;;3;2;1;5;6;0;0;0;0;0;3;0;0;0;1;2;6
2750;Universidade Fernando Pessoa;9548;Medicina Dentária;M;Mestrado;700;Saúde e Protecção Social;720;Saúde;724;Ciências Dentárias;;;;;;;;;;2;32;;;;;;;;;;5;;;;;;;;;;5;3;;;;;;;;1;;;;3;;;;;;;1;1;;2;;;;;;;;;;1;1;;;;;;;;60;95;92;101;0;0;0;0;0;0;2;1;6;13;35;57
2750;Universidade Fernando Pessoa;9554;Ciências da Nutrição;L1;Licenciatura 1.º Ciclo;700;Saúde e Protecção Social;720;Saúde;726;Terapia e Reabilitação;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;8;0;0;0;0;0;0;0;0;0;4;3;7
2750;Universidade Fernando Pessoa;9569;Engenharia Civil;M;Mestrado;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;582;Construção Civil e Engenharia Civil;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;2;6;0;0;0;0;0;0;0;0;0;0;2;2
2750;Universidade Fernando Pessoa;M192;Cooperação Internacional e Desenvolvimento;M;Mestrado;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;313;Ciência Política e Cidadania;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;2;0;0;0;0;0;0;0;0;0;0;1;1
2751;Universidade Fernando Pessoa (unidade de Ponte de Lima);0396;Gestão Comercial e Contabilidade;B;Bacharelato;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;344;Contabilidade e Fiscalidade;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;135;;;;;;;;;;2;0;0;0;0;0;0;0;0;0;0;2
2751;Universidade Fernando Pessoa (unidade de Ponte de Lima);0397;Gestão Comercial e Contabilidade;L;Licenciatura;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;344;Contabilidade e Fiscalidade;;;;;;;1;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;1;;1;;2;;;;;;;;1;;;;;;;;;1;;;2;;1;;;;;30;8;11;16;84;37;12;;;;0;1;1;2;4;0;4;0;0;0;0;12
2751;Universidade Fernando Pessoa (unidade de Ponte de Lima);0734;Relações Públicas;B;Bacharelato;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;1;;;;;;;;;;;5;;;;;;;;;;;106;;;;;;;;;;9;0;0;0;0;0;0;0;0;0;0;9
2751;Universidade Fernando Pessoa (unidade de Ponte de Lima);1605;Motricidade Humana;L;Licenciatura;800;Serviços;810;Serviços Pessoais;813;Desporto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;3;;;;;;;;;;;1;;;;;;;;;2;2;;;;;;;;12;22;30;45;28;3;;;;;0;2;2;2;4;0;0;0;0;0;0;10
2751;Universidade Fernando Pessoa (unidade de Ponte de Lima);1715;Relações Públicas;L;Licenciatura;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;2;;;;1;;;;;;;41;2;;7;25;;;;;;2;0;0;0;2;0;0;0;0;0;0;4
2751;Universidade Fernando Pessoa (unidade de Ponte de Lima);9762;Gestão Comercial e Contabilidade;L1;Licenciatura 1.º Ciclo;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;344;Contabilidade e Fiscalidade;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;1;;1;;;;;;;;1;1;;;;;;;;;;;1;;1;;;;;;7;17;6;20;;0;0;0;0;0;0;0;2;4;0;2;8
2751;Universidade Fernando Pessoa (unidade de Ponte de Lima);9841;Reabilitação Psicomotora;L1;Licenciatura 1.º Ciclo;700;Saúde e Protecção Social;720;Saúde;726;Terapia e Reabilitação;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;2;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;9;5;5;2;;0;0;0;0;0;2;1;2;0;0;0;5
2752;Universidade Fernando Pessoa - Escola Superior de Saúde;1023;Análises Clínicas e de Saúde Pública;L;Licenciatura;700;Saúde e Protecção Social;720;Saúde;725;Tecnologias de Diagnóstico e Terapêutica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;11;18;;;;;;;0;0;4;0;0;0;0;0;0;0;0;4
2752;Universidade Fernando Pessoa - Escola Superior de Saúde;1169;Enfermagem;L;Licenciatura;700;Saúde e Protecção Social;720;Saúde;723;Enfermagem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;1;3;;;;;;;;;;1;;;;;;;;;;;;;;2;;;;;;70;89;116;90;66;26;;;;0;0;1;2;3;0;3;0;0;0;0;9
