UO;UO_Nome;Curso;Curso_Nome;Grupo_Grau;Grupo_Grau_Nome;CNAEF_1D;CNAEF_1D_Nome;CNAEF_2D;CNAEF_2D_Nome;CNAEF_3D;CNAEF_3D_Nome;A1984_2004_TD_PE_6M;A2005_TD_PE_6M;A2006_TD_PE_6M;A2007_TD_PE_6M;A2008_TD_PE_6M;A2009_TD_PE_6M;A2010_TD_PE_6M;A2011_TD_PE_6M;A2012_TD_PE_6M;A2013_TD_PE_6M;A2014_TD_PE_6M;A1984_2004_TD_PE_6_12M;A2005_TD_PE_6_12M;A2006_TD_PE_6_12M;A2007_TD_PE_6_12M;A2008_TD_PE_6_12M;A2009_TD_PE_6_12M;A2010_TD_PE_6_12M;A2011_TD_PE_6_12M;A2012_TD_PE_6_12M;A2013_TD_PE_6_12M;A2014_TD_PE_6_12M;A1984_2004_TD_PE_12M;A2005_TD_PE_12M;A2006_TD_PE_12M;A2007_TD_PE_12M;A2008_TD_PE_12M;A2009_TD_PE_12M;A2010_TD_PE_12M;A2011_TD_PE_12M;A2012_TD_PE_12M;A2013_TD_PE_12M;A2014_TD_PE_12M;A1984_2004_TD_NE_6M;A2005_TD_NE_6M;A2006_TD_NE_6M;A2007_TD_NE_6M;A2008_TD_NE_6M;A2009_TD_NE_6M;A2010_TD_NE_6M;A2011_TD_NE_6M;A2012_TD_NE_6M;A2013_TD_NE_6M;A2014_TD_NE_6M;A1984_2004_TD_NE_6_12M;A2005_TD_NE_6_12M;A2006_TD_NE_6_12M;A2007_TD_NE_6_12M;A2008_TD_NE_6_12M;A2009_TD_NE_6_12M;A2010_TD_NE_6_12M;A2011_TD_NE_6_12M;A2012_TD_NE_6_12M;A2013_TD_NE_6_12M;A2014_TD_NE_6_12M;A1984_2004_TD_NE_12M;A2005_TD_NE_12M;A2006_TD_NE_12M;A2007_TD_NE_12M;A2008_TD_NE_12M;A2009_TD_NE_12M;A2010_TD_NE_12M;A2011_TD_NE_12M;A2012_TD_NE_12M;A2013_TD_NE_12M;A2014_TD_NE_12M;Dip_1984_2004;Dip_2005;Dip_2006;Dip_2007;Dip_2008;Dip_2009;Dip_2010;Dip_2011;Dip_2012;Dip_2013;A1984_2004_Total;A2005_Total;A2006_Total;A2007_Total;A2008_Total;A2009_Total;A2010_Total;A2011_Total;A2012_Total;A2013_Total;A2014_Total;A1984_2014_TOTAL
2752;Universidade Fernando Pessoa - Escola Superior de Saúde;1364;Fisioterapia;L;Licenciatura;700;Saúde e Protecção Social;720;Saúde;726;Terapia e Reabilitação;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;;2;;;;;;;2;;1;;;;;;;;;2;1;;;1;;;;;;;11;107;41;20;13;;;;0;0;4;5;5;0;3;0;0;0;0;17
2752;Universidade Fernando Pessoa - Escola Superior de Saúde;1775;Terapêutica da Fala;L;Licenciatura;700;Saúde e Protecção Social;720;Saúde;726;Terapia e Reabilitação;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;4;36;24;8;3;;;;0;0;1;0;0;1;1;0;0;0;0;3
2752;Universidade Fernando Pessoa - Escola Superior de Saúde;6734;Enfermagem;M;Mestrado;700;Saúde e Protecção Social;720;Saúde;723;Enfermagem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;0;0;0;0;0;0;0;0;1;0;0;1
2752;Universidade Fernando Pessoa - Escola Superior de Saúde;9497;Análises Clínicas e de Saúde Pública;L1;Licenciatura 1.º Ciclo;700;Saúde e Protecção Social;720;Saúde;725;Tecnologias de Diagnóstico e Terapêutica;;;;;1;;;;;;1;;;;;;;;;;;2;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;1;;;4;;;;;;;;;;2;2;;;;;;;50;11;17;17;12;;0;0;0;0;1;1;0;7;6;0;3;18
2752;Universidade Fernando Pessoa - Escola Superior de Saúde;9500;Enfermagem;L1;Licenciatura 1.º Ciclo;700;Saúde e Protecção Social;720;Saúde;723;Enfermagem;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;2;2;;;;;;;;;;2;1;;1;;;;;;;1;1;;;;;;;;;;1;4;1;;;;;;;;;42;94;46;;0;0;0;0;0;0;2;9;4;0;7;22
2752;Universidade Fernando Pessoa - Escola Superior de Saúde;9504;Fisioterapia;L1;Licenciatura 1.º Ciclo;700;Saúde e Protecção Social;720;Saúde;726;Terapia e Reabilitação;;;;;;;;2;1;;6;;;;;;;;;;;1;;;;;;;1;2;5;;;;;;;4;;1;4;4;;2;;;;;1;;;2;1;;1;;;;;1;;2;1;4;;1;;;;;125;2;121;93;88;;0;0;0;0;6;0;4;11;15;0;11;47
2752;Universidade Fernando Pessoa - Escola Superior de Saúde;9506;Terapêutica da Fala;L1;Licenciatura 1.º Ciclo;700;Saúde e Protecção Social;720;Saúde;726;Terapia e Reabilitação;;;;;;;;;1;;2;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;3;2;;3;;;;;;;;;;;;;;;;;;;1;1;;;;;;;24;8;31;40;21;;0;0;0;0;0;0;0;4;6;0;5;15
2753;Universidade Fernando Pessoa (unidade de Ponte de Lima - ensino politécnico);1169;Enfermagem;L;Licenciatura;700;Saúde e Protecção Social;720;Saúde;723;Enfermagem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;65;75;83;65;72;8;;;;0;0;0;0;0;5;0;0;0;0;0;5
2753;Universidade Fernando Pessoa (unidade de Ponte de Lima - ensino politécnico);9500;Enfermagem;L1;Licenciatura 1.º Ciclo;700;Saúde e Protecção Social;720;Saúde;723;Enfermagem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36;32;17;;0;0;0;0;0;0;0;0;1;0;0;1
2800;Universidade Lusófona de Humanidades e Tecnologias;0022;Arquitectura;L;Licenciatura;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;581;Arquitectura e Urbanismo;;;;;1;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;11;2;6;1;1;;;;;;;10;3;;2;2;;;;;;;24;3;1;1;;;;;;;;503;52;96;18;4;;;;;;45;8;8;5;4;0;0;0;0;0;0;70
2800;Universidade Lusófona de Humanidades e Tecnologias;0048;Biologia;L;Licenciatura;400;Ciências, Matemática e Informática;420;Ciências da Vida;421;Biologia e Bioquímica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;7;16;12;16;10;;;;;;0;1;1;1;0;0;0;0;0;0;0;3
2800;Universidade Lusófona de Humanidades e Tecnologias;0062;Ciências da Comunicação e da Cultura;L;Licenciatura;300;Ciências Sociais, Comércio e Direito;320;Informação e Jornalismo;321;Jornalismo e Reportagem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;8;3;3;2;;;;;;;9;1;2;2;2;;;;;;;9;7;1;3;;;;;;;;465;123;76;31;4;;;;;;27;16;6;8;4;0;0;0;0;0;0;61
2800;Universidade Lusófona de Humanidades e Tecnologias;0080;Ciências da Educação;L;Licenciatura;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;142;Ciências da Educação;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;39;2;9;;;;;;;;1;0;1;0;0;0;0;0;0;0;0;2
2800;Universidade Lusófona de Humanidades e Tecnologias;0082;Ciências Farmacêuticas;L;Licenciatura;700;Saúde e Protecção Social;720;Saúde;727;Ciências Farmacêuticas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;20;34;24;1;;;;;;0;1;0;1;1;0;0;0;0;0;0;3
2800;Universidade Lusófona de Humanidades e Tecnologias;0093;Ciência Política;L;Licenciatura;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;313;Ciência Política e Cidadania;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;1;3;;;;;;;;3;;;;;;;;;;;5;;;;;;;;;;;94;16;13;6;2;;;;;;11;1;1;3;0;0;0;0;0;0;0;16
2800;Universidade Lusófona de Humanidades e Tecnologias;0136;Design;L;Licenciatura;200;Artes e Humanidades;210;Artes;214;Design;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;2;3;1;2;;;;;;;1;;1;;1;;;;;;;8;3;1;2;;;;;;;;54;13;16;22;10;;;;;;15;5;5;3;3;0;0;0;0;0;0;31
2800;Universidade Lusófona de Humanidades e Tecnologias;0153;Direito;L;Licenciatura;300;Ciências Sociais, Comércio e Direito;380;Direito;380;Direito;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;1;1;2;1;;;;;;1;1;;;1;1;;;;;;3;1;;2;1;1;;;;;;175;75;45;39;50;41;;;;;8;2;1;3;4;3;0;0;0;0;0;21
2800;Universidade Lusófona de Humanidades e Tecnologias;0156;Economia;L;Licenciatura;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;314;Economia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;;;;;;;;;;;6;;;;;;;;;;;21;2;;1;;;;;;;;521;17;11;8;;;;;;;45;2;0;1;0;0;0;0;0;0;0;48
2800;Universidade Lusófona de Humanidades e Tecnologias;0177;Educação Física e Desporto;L;Licenciatura;800;Serviços;810;Serviços Pessoais;813;Desporto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;2;4;3;2;2;2;;;;;5;1;;2;;1;;1;;;;5;2;3;3;;2;1;1;;;;678;124;131;120;90;97;45;2;;;26;5;7;8;2;5;3;2;0;0;0;58
2800;Universidade Lusófona de Humanidades e Tecnologias;0183;Ciências do Mar;L;Licenciatura;400;Ciências, Matemática e Informática;440;Ciências Físicas;443;Ciências da Terra;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;7;1;;1;;;;;;;1;1;0;1;0;0;0;0;0;0;0;3
2800;Universidade Lusófona de Humanidades e Tecnologias;0213;Engenharia do Ambiente;L;Licenciatura;800;Serviços;850;Protecção do Ambiente;851;Tecnologia de Protecção do Ambiente;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;10;;2;1;;;;;;;;2;;1;;1;;;;;;;4;;2;;1;;;;;;;206;37;51;28;24;;;;;;16;0;5;2;2;0;0;0;0;0;0;25
2800;Universidade Lusófona de Humanidades e Tecnologias;0226;Engenharia Biotecnológica;L;Licenciatura;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;524;Tecnologia dos Processos Químicos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;;3;1;;;;;;;2;;;;;;;;;;;3;;2;1;;;;;;;;252;53;41;18;9;;;;;;11;1;2;4;1;0;0;0;0;0;0;19
2800;Universidade Lusófona de Humanidades e Tecnologias;0233;Engenharia Civil;L;Licenciatura;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;582;Construção Civil e Engenharia Civil;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;4;;1;2;1;;;;;;;1;3;;3;1;;;;;;;6;;1;3;1;;;;;;;150;39;37;51;24;;;;;;11;3;2;9;3;0;0;0;0;0;0;28
2800;Universidade Lusófona de Humanidades e Tecnologias;0248;Engenharia Electrotécnica;L;Licenciatura;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;522;Electricidade e Energia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;11;2;1;4;7;;;;;;1;0;0;0;1;0;0;0;0;0;0;2
2800;Universidade Lusófona de Humanidades e Tecnologias;0290;Engenharia e Gestão Industrial;L;Licenciatura;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;529;Engenharia e Técnicas Afins - programas não classificados noutra área de formação;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;2;7;3;;;;;;;0;1;0;0;0;0;0;0;0;0;0;1
2800;Universidade Lusófona de Humanidades e Tecnologias;0291;Engenharia Industrial;L;Licenciatura;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;521;Metalurgia e Metalomecânica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;13;;;;;;;;;;3;0;0;0;0;0;0;0;0;0;0;3
2800;Universidade Lusófona de Humanidades e Tecnologias;0360;Filosofia;L;Licenciatura;200;Artes e Humanidades;220;Humanidades;226;Filosofia e Ética;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;21;;;;;;;;;;2;0;0;0;0;0;0;0;0;0;0;2
2800;Universidade Lusófona de Humanidades e Tecnologias;0441;Gestão de Empresas;L;Licenciatura;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;2;2;;;;;;;6;;;1;1;;;;;;;5;2;1;1;2;;;;;;;131;60;55;32;7;;;;;;13;3;2;4;5;0;0;0;0;0;0;27
2800;Universidade Lusófona de Humanidades e Tecnologias;0453;História;L;Licenciatura;200;Artes e Humanidades;220;Humanidades;225;História e Arqueologia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;2;;;;;;;;;;;21;12;;;;;;;;;3;1;0;0;0;0;0;0;0;0;0;4
2800;Universidade Lusófona de Humanidades e Tecnologias;0455;Gestão de Recursos Humanos;L;Licenciatura;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;1;2;1;1;;;;;;;8;;1;;;;;;;;;16;;1;1;2;;;;;;;502;44;46;38;4;;;;;;36;1;4;2;3;0;0;0;0;0;0;46
2800;Universidade Lusófona de Humanidades e Tecnologias;0479;Informática;L;Licenciatura;400;Ciências, Matemática e Informática;480;Informática;481;Ciências Informáticas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;1;;;;;;;;;;2;;;;1;;;;;;;9;1;1;;;;;;;;;204;27;22;21;1;;;;;;16;2;1;0;1;0;0;0;0;0;0;20
2800;Universidade Lusófona de Humanidades e Tecnologias;0559;Matemática;L;Licenciatura;400;Ciências, Matemática e Informática;460;Matemática e Estatística;461;Matemática;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;1;;;1;;;;;;1;;;;;;;;;;;3;;;1;1;;;;;;;218;8;6;6;11;7;4;;;;6;0;1;1;1;1;0;0;0;0;0;10
2800;Universidade Lusófona de Humanidades e Tecnologias;0695;Psicologia;L;Licenciatura;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;311;Psicologia;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;14;5;4;9;;;;;;;23;4;6;3;3;;;;;;;44;8;6;6;5;;;;;;;1457;295;252;249;35;;;;;;107;26;17;14;17;0;0;0;0;0;0;181
2800;Universidade Lusófona de Humanidades e Tecnologias;0705;Química;L;Licenciatura;400;Ciências, Matemática e Informática;440;Ciências Físicas;442;Química;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;6;10;1;2;;;;;;;0;1;0;0;0;0;0;0;0;0;0;1
2800;Universidade Lusófona de Humanidades e Tecnologias;0719;Turismo;L;Licenciatura;800;Serviços;810;Serviços Pessoais;812;Turismo e Lazer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;1;;;;;;;;;;;;2;;;;;;;;;;5;9;;;;;;;0;0;2;3;0;0;0;0;0;0;0;5
2800;Universidade Lusófona de Humanidades e Tecnologias;0755;Serviço Social;L;Licenciatura;700;Saúde e Protecção Social;760;Serviços Sociais;762;Trabalho Social e Orientação;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;2;2;2;;;;;;;;;1;2;;1;;;;;;;;1;1;1;;;;;;;;83;45;69;49;1;;;;;;4;4;5;3;1;0;0;0;0;0;0;17
2800;Universidade Lusófona de Humanidades e Tecnologias;0759;Sociologia;L;Licenciatura;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;312;Sociologia e Outros Estudos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;1;;1;;;;;;;;2;;;;;;;;;;;21;2;2;;;;;;;;;293;29;17;11;;;;;;;30;3;2;1;0;0;0;0;0;0;0;36
2800;Universidade Lusófona de Humanidades e Tecnologias;0794;Tradutores e Intérpretes;L;Licenciatura;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;2;;;;;;;;;;;1;;;1;;;;;;;;67;18;5;10;;;;;;;4;0;0;1;0;0;0;0;0;0;0;5
2800;Universidade Lusófona de Humanidades e Tecnologias;0808;Urbanismo;L;Licenciatura;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;581;Arquitectura e Urbanismo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;1;;;;;;;;;;4;;;1;;;;;;;;83;7;4;5;;;;;;;8;1;0;1;0;0;0;0;0;0;0;10
2800;Universidade Lusófona de Humanidades e Tecnologias;1050;Aptidão Física e Saúde;L;Licenciatura;800;Serviços;810;Serviços Pessoais;813;Desporto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;8;19;4;4;7;;;;;0;0;0;0;1;0;0;0;0;0;0;1
2800;Universidade Lusófona de Humanidades e Tecnologias;1070;Cinema, Vídeo e Comunicação Multimédia;L;Licenciatura;200;Artes e Humanidades;210;Artes;213;Áudio-Visuais e Produção dos Media;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;7;7;4;;;;;;0;0;1;0;1;0;0;0;0;0;0;2
2800;Universidade Lusófona de Humanidades e Tecnologias;1104;Comunicação nas Organizações;L;Licenciatura;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;347;Enquadramento na Organização/Empresa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;1;;;;;;;;;2;;;;;;;;;;;11;9;51;;;;;;;0;3;0;2;0;0;0;0;0;0;0;5
2800;Universidade Lusófona de Humanidades e Tecnologias;1130;Contabilidade, Fiscalidade e Auditoria;L;Licenciatura;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;344;Contabilidade e Fiscalidade;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;1;1;;;;;;;;1;;2;;;;;;;;;;;;;;;;;;;;3;4;16;3;;;;;;0;3;0;3;1;0;0;0;0;0;0;7
2800;Universidade Lusófona de Humanidades e Tecnologias;1390;Geografia e Desenvolvimento Regional;L;Licenciatura;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;581;Arquitectura e Urbanismo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;;;;;;;;;1;;1;;;;;;;;5;3;7;5;;;;;;;0;1;3;2;0;0;0;0;0;0;0;6
2800;Universidade Lusófona de Humanidades e Tecnologias;1505;Estudos Lusófonos;L;Licenciatura;200;Artes e Humanidades;220;Humanidades;223;Língua e Literatura Materna;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;13;1;;;;;;;;;0;1;0;0;0;0;0;0;0;0;0;1
2800;Universidade Lusófona de Humanidades e Tecnologias;1681;Planeamento e Desenvolvimento do Turismo;L;Licenciatura;800;Serviços;810;Serviços Pessoais;812;Turismo e Lazer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;2;;;;;;;;;;;37;9;;;;;;;;;4;0;0;0;0;0;0;0;0;0;0;4
2800;Universidade Lusófona de Humanidades e Tecnologias;4035;Biologia do Desenvolvimento;M;Mestrado;400;Ciências, Matemática e Informática;420;Ciências da Vida;421;Biologia e Bioquímica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;7;;2;;;;;;;;1;0;1;0;0;0;0;0;0;0;0;2
2800;Universidade Lusófona de Humanidades e Tecnologias;4078;Ciências da Educação;M;Mestrado;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;142;Ciências da Educação;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;49;32;27;47;4;2;;;;;0;1;0;1;0;0;0;0;0;0;0;2
2800;Universidade Lusófona de Humanidades e Tecnologias;4285;Espaço Lusófono: Cultura, Economia e Política;M;Mestrado;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;312;Sociologia e Outros Estudos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;21;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;1
2800;Universidade Lusófona de Humanidades e Tecnologias;4683;Museologia;M;Mestrado;200;Artes e Humanidades;220;Humanidades;225;História e Arqueologia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;7;9;4;3;1;;;;;1;0;0;0;0;0;0;0;0;0;0;1
2800;Universidade Lusófona de Humanidades e Tecnologias;4845;Sexologia;M;Mestrado;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;311;Psicologia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;22;16;1;5;5;;;;;;1;0;0;0;1;0;0;0;0;0;0;2
2800;Universidade Lusófona de Humanidades e Tecnologias;4872;Terapias Comportamentais e Cognitivas;M;Mestrado;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;311;Psicologia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;40;4;13;4;8;;;;;;1;0;0;0;0;0;0;0;0;0;0;1
2800;Universidade Lusófona de Humanidades e Tecnologias;4951;Urbanismo;M;Mestrado;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;581;Arquitectura e Urbanismo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;2;3;;;;;;0;0;0;1;0;0;0;0;0;0;0;1
2800;Universidade Lusófona de Humanidades e Tecnologias;6031;Ciências da Educação;M;Mestrado;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;142;Ciências da Educação;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;16;19;41;129;111;111;0;0;0;0;0;0;0;1;1;2;0;4
2800;Universidade Lusófona de Humanidades e Tecnologias;6045;Ciências Documentais;M;Mestrado;300;Ciências Sociais, Comércio e Direito;320;Informação e Jornalismo;322;Biblioteconomia, Arquivo e Documentação (BAD);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;8;13;0;0;0;0;0;0;0;0;0;1;1;2
2800;Universidade Lusófona de Humanidades e Tecnologias;6275;Ciências da Comunicação, Marketing e Publicidade;M;Mestrado;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;8;5;6;0;0;0;0;0;0;0;1;0;1;0;2
2800;Universidade Lusófona de Humanidades e Tecnologias;6293;Educação Especial - Domínios Cognitivo e Motor;M;Mestrado;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;142;Ciências da Educação;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;5;;;;;0;0;0;0;0;1;0;0;0;0;0;1
2800;Universidade Lusófona de Humanidades e Tecnologias;6326;Psicologia da Educação;M;Mestrado;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;142;Ciências da Educação;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;3;;;;;;;;;1;;;;;;;;2;;;;;;;;;;2;25;14;13;1;3;0;0;0;0;0;3;0;0;1;1;4;9
2800;Universidade Lusófona de Humanidades e Tecnologias;6334;Turismo;M;Mestrado;800;Serviços;810;Serviços Pessoais;812;Turismo e Lazer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;12;10;7;0;0;0;0;0;0;1;1;0;0;0;2
2800;Universidade Lusófona de Humanidades e Tecnologias;6382;Engenharia de Software e Sistemas de Informação;M;Mestrado;400;Ciências, Matemática e Informática;480;Informática;481;Ciências Informáticas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;0;0;0;0;0;0;1;0;0;0;0;1
2800;Universidade Lusófona de Humanidades e Tecnologias;6388;Geografia e Desenvolvimento;M;Mestrado;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;581;Arquitectura e Urbanismo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;1;0;1
2800;Universidade Lusófona de Humanidades e Tecnologias;6405;Ensino de Educação Visual e Tecnológica no Ensino Básico;M;Mestrado;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;146;Formação de Professores e Formadores de Áreas Tecnológicas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;6;2;;0;0;0;0;0;0;0;1;0;0;0;1
2800;Universidade Lusófona de Humanidades e Tecnologias;6419;Gerontologia Social;M;Mestrado;700;Saúde e Protecção Social;760;Serviços Sociais;762;Trabalho Social e Orientação;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;3;2;0;0;0;0;0;0;0;0;1;0;0;1
