CodigoUniversidade;NomeUniversidade;CodigoCurso;NomeCurso;Grau;CodigoArea;1ºEmp<6;1ºEmp6a12;1ºEmp>=12;NovoEmp<6;NovoEmp6a12;NovoEmp>=12;TotalDesempregados;TotalDiplomados
3045;Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela;9165;Gestão e Administração Pública;LICENCIATURA;345;8;3;5;7;1;11;35;149
3045;Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela;9176;Gestão Sociocultural;LICENCIATURA;345;2;1;1;5;2;4;15;67
3045;Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela;9180;Guia Intérprete;LICENCIATURA;812;1;;;1;;;2;0
3045;Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela;9188;Informática e Comunicações;LICENCIATURA;481;2;;1;1;;1;5;27
3045;Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela;9205;Marketing;LICENCIATURA;342;8;1;;2;4;;15;24
3045;Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela;9213;Multimédia;LICENCIATURA;213;6;;1;6;2;;15;31
3045;Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela;9242;Solicitadoria;LICENCIATURA;380;15;7;3;15;9;5;54;232
3045;Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela;9247;Tecnologias da Comunicação;LICENCIATURA;213;2;1;1;5;4;6;19;96
3045;Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela;9254;Turismo;LICENCIATURA;812;8;3;3;2;1;4;21;51
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;0211;Engenharia de Produção Animal;BACHARELATO;621;;;;;1;2;3;120
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;0263;Engenharia de Produção Florestal;BACHARELATO;623;;;;;;6;6;143
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;0548;Engenharia de Ordenamento dos Recursos Naturais;BACHARELATO;851;;;;1;;1;2;87
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;0554;Maquinaria Agrícola;BACHARELATO;525;;;;;1;1;2;67
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;0643;Produção Agrícola;BACHARELATO;621;;;;1;1;;2;161
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;0647;Produção Animal;BACHARELATO;621;;;;1;;3;4;177
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;0651;Produção Florestal;BACHARELATO;623;;;;3;;;3;98
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;0832;Engenharia de Produção Agrícola;BACHARELATO;621;;;;4;2;2;8;192
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;1231;Engenharia Biológica e Alimentar;LICENCIATURA;541;;;;3;3;;6;79
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;1254;Engenharia das Ciências Agrárias e Ambiente;LICENCIATURA;621;;;;3;;1;4;57
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;1297;Engenharia da Produção Animal;BACHARELATO;621;;;;2;;;2;6
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;1304;Engenharia de Ordenamento dos Recursos Naturais;LICENCIATURA;851;;;;2;1;2;5;84
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;1326;Engenharia dos Recursos Naturais e Ambiente;LICENCIATURA;851;;1;2;5;3;4;15;59
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;1356;Engenharia Zootécnica;LICENCIATURA;621;;;1;2;2;1;6;45
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;1425;Engenharia das Ciências Agrárias;BACHARELATO;621;;;1;3;2;2;8;473
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;1425;Engenharia das Ciências Agrárias;LICENCIATURA;621;;;;8;6;10;24;322
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;1432;Engenharia Florestal;BACHARELATO;623;;;;1;;;1;130
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;1432;Engenharia Florestal;LICENCIATURA;623;;;;6;;7;13;164
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;8397;Engenharia de Protecção Civil;LICENCIATURA;623;3;;;4;1;1;9;14
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;9085;Enfermagem Veterinária;LICENCIATURA;640;8;;1;4;;;13;42
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;9086;Engenharia Agronómica;LICENCIATURA;621;4;;1;16;2;5;28;175
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;9101;Engenharia dos Recursos Naturais e Ambiente;LICENCIATURA;851;;1;1;1;2;4;9;85
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;9218;Protecção Civil;LICENCIATURA;861;;;;2;3;;5;62
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;9482;Nutrição Humana e Qualidade Alimentar;LICENCIATURA;541;12;4;1;5;2;4;28;65
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;9742;Engenharia Biológica e Alimentar;LICENCIATURA;541;12;6;6;8;7;5;44;188
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;M163;Tecnologias e Sustentabilidade dos Sistemas Florestais;MESTRADO;623;;;;1;;;1;11
3051;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;M214;Monitorização de Riscos e Impactes Ambientais;MESTRADO;851;;1;;;;;1;6
3052;Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco;0545;Línguas e Secretariado;BACHARELATO;346;;;;1;1;;2;45
3052;Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco;0625;Educação de Infância;LICENCIATURA;143;;1;1;29;11;14;56;350
3052;Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco;0707;Ensino Básico - 1.º Ciclo;LICENCIATURA;144;1;;;17;5;12;35;259
3052;Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco;0814;Tradução e Relações Internacionais;BACHARELATO;222;;;;2;;1;3;82
3052;Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco;1639;Professores do 2.º Ciclo Ens. Básico, var. de Educação Visual e Tecnológica;LICENCIATURA;144;;;;15;2;18;35;164
3052;Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco;1647;Professores do Ensino Básico, variante de Educação Física;LICENCIATURA;144;1;;;15;1;3;20;221
3052;Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco;1651;Professores do Ensino Básico, variante de Matemática e Ciências da Natureza;LICENCIATURA;144;1;;;31;5;10;47;183
3052;Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco;1653;Professores do Ensino Básico, variante de Português e Francês;LICENCIATURA;144;;;;11;6;5;22;104
3052;Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco;1655;Professores do Ensino Básico, variante de Português e Inglês;LICENCIATURA;144;;;;15;1;3;19;133
3052;Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco;1789;Tradução e Secretariado;BACHARELATO;346;;;;1;;;1;98
3052;Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco;1789;Tradução e Secretariado;LICENCIATURA;346;;;1;6;9;3;19;114
3052;Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco;1798;Tradução e Assessoria de Direcção;LICENCIATURA;346;;;;5;2;3;10;90
3052;Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco;2855;Educadores de Infância;LICENCIATURA;143;;;;4;1;2;7;159
3052;Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco;2857;Professores do 1.º ciclo do Ensino Básico;LICENCIATURA;144;;;;2;1;2;5;159
3052;Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco;6293;Educação Especial - Domínios Cognitivo e Motor;MESTRADO;142;;;;;1;;1;25
3052;Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco;6915;Educação Pré-Escolar e Ensino do 1.º Ciclo do Ensino Básico;MESTRADO;144;2;;;;;;2;6
3052;Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco;9238;Serviço Social;LICENCIATURA;762;16;3;12;20;5;7;63;225
3052;Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco;9466;Animação Cultural;LICENCIATURA;212;4;;1;6;1;2;14;60
3052;Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco;9485;Secretariado;LICENCIATURA;346;3;1;1;12;3;1;21;60
3052;Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco;9850;Desporto e Actividade Física;LICENCIATURA;813;10;;1;6;;;17;57
3052;Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco;9853;Educação Básica;LICENCIATURA;144;4;2;;4;2;;12;77
3053;Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco;0232;Engenharia Civil;BACHARELATO;582;;;;1;;;1;28
3053;Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco;1245;Engenharia Civil;BACHARELATO;582;;;;4;6;4;14;251
3053;Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco;1245;Engenharia Civil;LICENCIATURA;582;;;;24;4;8;36;169
3053;Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco;1292;Engenharia Electrotécnica e das Telecomunicações;BACHARELATO;523;;;;1;;;1;44
3053;Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco;1292;Engenharia Electrotécnica e das Telecomunicações;LICENCIATURA;523;;;;3;1;;4;46
3053;Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco;1446;Engenharia Industrial;BACHARELATO;521;;;;1;;1;2;94
3053;Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco;1446;Engenharia Industrial;LICENCIATURA;521;;;;10;4;2;16;60
3053;Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco;1452;Engenharia Informática;BACHARELATO;523;;;;1;;;1;119
3053;Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco;1452;Engenharia Informática;LICENCIATURA;523;;;;3;;3;6;111
3053;Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco;1456;Engenharia Informática e das Tecnologias da Informação;BACHARELATO;481;;;;1;1;;2;48
3053;Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco;1456;Engenharia Informática e das Tecnologias da Informação;LICENCIATURA;481;;;;3;1;3;7;49
3053;Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco;9089;Engenharia Civil;LICENCIATURA;582;1;1;1;11;2;2;18;183
3053;Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco;9111;Engenharia Electrotécnica e das Telecomunicações;LICENCIATURA;523;3;1;1;3;;2;10;79
3053;Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco;9118;Engenharia Industrial;LICENCIATURA;521;;;1;1;1;1;4;53
3053;Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco;9119;Engenharia Informática;LICENCIATURA;523;2;1;1;3;2;3;12;152
3053;Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco;9248;Tecnologias da Informação e Multimédia;LICENCIATURA;481;2;;;7;1;1;11;80
3053;Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco;9481;Informática para a Saúde;LICENCIATURA;489;2;;1;4;1;1;9;81
3053;Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco;9489;Tecnologia dos Equipamentos de Saúde;LICENCIATURA;529;3;2;2;2;;;9;34
3054;Instituto Politécnico de Castelo Branco - Escola Superior de Gestão de Idanha-a-Nova;1134;Contabilidade e Gestão Financeira;BACHARELATO;344;;;;1;;;1;63
3054;Instituto Politécnico de Castelo Branco - Escola Superior de Gestão de Idanha-a-Nova;1134;Contabilidade e Gestão Financeira;LICENCIATURA;344;;1;;9;4;6;20;138
3054;Instituto Politécnico de Castelo Branco - Escola Superior de Gestão de Idanha-a-Nova;1141;Contabilidade e Gestão;BACHARELATO;344;;;;4;1;;5;321
3054;Instituto Politécnico de Castelo Branco - Escola Superior de Gestão de Idanha-a-Nova;1141;Contabilidade e Gestão;LICENCIATURA;344;;;;2;2;5;9;293
3054;Instituto Politécnico de Castelo Branco - Escola Superior de Gestão de Idanha-a-Nova;1621;Marketing;LICENCIATURA;342;;;;3;;2;5;57
3054;Instituto Politécnico de Castelo Branco - Escola Superior de Gestão de Idanha-a-Nova;1706;Recursos Humanos;LICENCIATURA;345;;;;3;;3;6;59
3054;Instituto Politécnico de Castelo Branco - Escola Superior de Gestão de Idanha-a-Nova;9063;Contabilidade e Gestão Financeira;LICENCIATURA;344;10;2;;7;2;6;27;123
3054;Instituto Politécnico de Castelo Branco - Escola Superior de Gestão de Idanha-a-Nova;9157;Gestão de Recursos Humanos;LICENCIATURA;345;7;2;;9;3;6;27;134
3054;Instituto Politécnico de Castelo Branco - Escola Superior de Gestão de Idanha-a-Nova;9173;Gestão Hoteleira;LICENCIATURA;811;3;2;2;12;1;7;27;84
3054;Instituto Politécnico de Castelo Branco - Escola Superior de Gestão de Idanha-a-Nova;9177;Gestão Turística;LICENCIATURA;812;;;;1;1;;2;12
3054;Instituto Politécnico de Castelo Branco - Escola Superior de Gestão de Idanha-a-Nova;9205;Marketing;LICENCIATURA;342;4;3;1;12;2;2;24;83
3054;Instituto Politécnico de Castelo Branco - Escola Superior de Gestão de Idanha-a-Nova;9242;Solicitadoria;LICENCIATURA;380;7;2;2;14;2;5;32;215
3055;Instituto Politécnico de Castelo Branco - Escola Superior de Artes Aplicadas de Castelo Branco;1022;Artes da Imagem;BACHARELATO;213;;;;1;;1;2;25
3055;Instituto Politécnico de Castelo Branco - Escola Superior de Artes Aplicadas de Castelo Branco;1029;Artes da Imagem;LICENCIATURA;213;1;;1;15;10;9;36;213
3055;Instituto Politécnico de Castelo Branco - Escola Superior de Artes Aplicadas de Castelo Branco;1133;Design de Interiores e Equipamento;LICENCIATURA;214;;1;2;8;3;;14;75
3055;Instituto Politécnico de Castelo Branco - Escola Superior de Artes Aplicadas de Castelo Branco;1150;Design de Moda e Têxtil;LICENCIATURA;214;1;2;;10;3;1;17;105
3055;Instituto Politécnico de Castelo Branco - Escola Superior de Artes Aplicadas de Castelo Branco;1629;Música, variante de Formação Musical;LICENCIATURA;212;;;;1;1;;2;33
3055;Instituto Politécnico de Castelo Branco - Escola Superior de Artes Aplicadas de Castelo Branco;1631;Música, variante de Instrumento;LICENCIATURA;212;;;;2;;;2;93
3055;Instituto Politécnico de Castelo Branco - Escola Superior de Artes Aplicadas de Castelo Branco;9725;Design de Interiores e Equipamento;LICENCIATURA;214;6;;2;10;1;2;21;83
3055;Instituto Politécnico de Castelo Branco - Escola Superior de Artes Aplicadas de Castelo Branco;9726;Design de Moda e Têxtil;LICENCIATURA;214;4;;;1;1;1;7;67
3055;Instituto Politécnico de Castelo Branco - Escola Superior de Artes Aplicadas de Castelo Branco;9783;Música, variante de Formação Musical;LICENCIATURA;212;;;;;1;;1;21
3055;Instituto Politécnico de Castelo Branco - Escola Superior de Artes Aplicadas de Castelo Branco;9816;Música, variante de Música Electrónica e Produção Musical;LICENCIATURA;212;1;;;5;;;6;15
3055;Instituto Politécnico de Castelo Branco - Escola Superior de Artes Aplicadas de Castelo Branco;9907;Design de Comunicação e Produção Audiovisual;LICENCIATURA;213;11;2;;4;3;;20;95
3061;Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra;0203;Engenharia Agro-Pecuária;BACHARELATO;621;;;;4;2;3;9;348
3061;Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra;0229;Engenharia das Indústrias Agro-Alimentares;BACHARELATO;541;;;;;;1;1;122
3061;Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra;0643;Produção Agrícola;BACHARELATO;621;;;;2;2;10;14;272
3061;Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra;0647;Produção Animal;BACHARELATO;621;;;;1;;;1;219
3061;Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra;0784;Tecnologia das Indústrias Agro-Alimentares;BACHARELATO;541;;;;;;2;2;91
3061;Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra;1170;Eco-Agroturismo;LICENCIATURA;812;;;;;1;;1;41
3061;Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra;1178;Ecoturismo;LICENCIATURA;812;;;;3;;1;4;4
3061;Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra;1225;Engenharia Agro-Pecuária;LICENCIATURA;621;;;1;7;6;9;23;248
3061;Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra;1228;Engenharia Alimentar;BACHARELATO;541;;;;;;1;1;256
3061;Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra;1228;Engenharia Alimentar;LICENCIATURA;541;;;1;16;5;10;32;223
3061;Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra;1315;Engenharia do Ambiente;BACHARELATO;851;;;;1;;2;3;168
3061;Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra;1315;Engenharia do Ambiente;LICENCIATURA;851;1;1;2;6;7;3;20;146
3061;Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra;1325;Engenharia dos Recursos Florestais;LICENCIATURA;623;;;;8;4;1;13;71
3061;Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra;6802;Agro-Pecuária;MESTRADO;621;1;;;;;;1;26
3061;Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra;9016;Biotecnologia;LICENCIATURA;524;7;4;4;3;1;;19;94
3061;Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra;9087;Engenharia Alimentar;LICENCIATURA;541;18;5;5;7;4;5;44;302
3061;Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra;9099;Engenharia do Ambiente;LICENCIATURA;851;15;5;10;5;3;3;41;159
3061;Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra;9296;Gestão Ambiental;MESTRADO;852;;;;1;;;1;4
3061;Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra;9472;Ecoturismo;LICENCIATURA;812;1;3;1;5;1;1;12;83
3061;Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra;9567;Engenharia Alimentar;MESTRADO;541;;;3;;2;1;6;49
3061;Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra;9619;Engenharia Agro-Pecuária;LICENCIATURA;621;5;;4;8;3;5;25;509
3061;Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra;9673;Agricultura Biológica;LICENCIATURA;621;2;2;2;2;1;1;10;30
3061;Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra;9748;Engenharia dos Recursos Florestais;LICENCIATURA;623;5;3;;4;5;1;18;178
3062;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra;0108;Comunicação;BACHARELATO;321;;;;1;2;;3;150
3062;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra;0182;Educadores de Infância;BACHARELATO;143;;;;3;;;3;219
3062;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra;0625;Educação de Infância;LICENCIATURA;143;1;2;;25;10;15;53;442
3062;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra;0707;Ensino Básico - 1.º Ciclo;LICENCIATURA;144;1;1;4;32;16;12;66;354
3062;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra;1019;Animação Socioeducativa;BACHARELATO;762;;;;1;1;1;3;245
3062;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra;1019;Animação Socioeducativa;LICENCIATURA;762;;1;;17;6;11;35;210
3062;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra;1105;Comunicação;BACHARELATO;321;;;;1;1;;2;363
3062;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra;1105;Comunicação;LICENCIATURA;321;;1;2;26;17;19;65;348
3062;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra;1110;Comunicação e Design Multimédia;LICENCIATURA;213;;;;7;2;3;12;101
3062;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra;1192;Desporto e Lazer;LICENCIATURA;813;1;1;2;;;2;6;31
3062;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra;1205;Arte e Design;LICENCIATURA;211;;;;1;2;1;4;38
3062;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra;1636;Professores de Educação Musical do Ensino Básico;LICENCIATURA;144;;;;21;3;1;25;217
3062;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra;1639;Professores do 2.º Ciclo Ens. Básico, var. de Educação Visual e Tecnológica;LICENCIATURA;144;;;;21;6;12;39;170
3062;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra;1647;Professores do Ensino Básico, variante de Educação Física;LICENCIATURA;144;;;;11;3;8;22;233
3062;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra;1653;Professores do Ensino Básico, variante de Português e Francês;LICENCIATURA;144;;;;17;5;9;31;160
3062;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra;1770;Teatro e Educação;LICENCIATURA;146;1;;;12;;4;17;55
3062;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra;1792;Turismo;BACHARELATO;812;;;;;;2;2;249
3062;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra;1792;Turismo;LICENCIATURA;812;;;;4;5;7;16;165
3062;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra;2855;Educadores de Infância;LICENCIATURA;143;;;;5;;1;6;155
3062;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra;2857;Professores do 1.º ciclo do Ensino Básico;LICENCIATURA;144;;;;6;2;2;10;204
3062;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra;6406;Ensino de Educação Musical no Ensino Básico;MESTRADO;146;;;;1;;;1;15
3062;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra;6914;Educação Pré-Escolar;MESTRADO;143;5;1;1;5;;;12;21
3062;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra;6915;Educação Pré-Escolar e Ensino do 1.º Ciclo do Ensino Básico;MESTRADO;144;8;;;4;;;12;0
3062;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra;6925;Ensino do 1.º e do 2.º Ciclo do Ensino Básico;MESTRADO;144;1;;;;;;1;0
3062;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra;9054;Comunicação Social;LICENCIATURA;321;14;6;5;10;5;3;43;144
3062;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra;9214;Música;LICENCIATURA;212;1;;;3;;;4;21
3062;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra;9254;Turismo;LICENCIATURA;812;6;;2;8;6;8;30;142
3062;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra;9668;Gerontologia Social;LICENCIATURA;723;21;1;;1;;;23;0
3062;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra;9675;Animação Socioeducativa;LICENCIATURA;762;10;4;7;21;3;14;59;182
3062;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra;9717;Comunicação Organizacional;LICENCIATURA;347;17;4;3;16;6;4;50;154
3062;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra;9731;Desporto e Lazer;LICENCIATURA;813;8;;2;2;1;;13;63
3062;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra;9774;Língua Gestual Portuguesa;LICENCIATURA;223;7;;;8;;1;16;95
3062;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra;9853;Educação Básica;LICENCIATURA;144;2;;;3;;2;7;127
3062;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra;9894;Comunicação e Design Multimédia;LICENCIATURA;213;15;3;3;9;2;1;33;104
3062;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra;9898;Arte e Design;LICENCIATURA;211;13;;4;3;;1;21;61
3062;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra;M025;Educação de Adultos e Desenvolvimento Local;MESTRADO;142;;;;;;1;1;0
3063;Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra;0118;Contabilidade e Administração;BACHARELATO;344;;;;5;5;18;28;1267
3063;Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra;1135;Contabilidade e Auditoria;BACHARELATO;344;;;;7;1;3;11;1118
3063;Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra;1135;Contabilidade e Auditoria;LICENCIATURA;344;1;1;;31;8;19;60;862
3063;Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra;1515;Gestão de Empresas;LICENCIATURA;345;1;;1;7;5;10;24;267
3063;Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra;1572;Informática de Gestão;LICENCIATURA;481;;;;1;;;1;21
3063;Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra;2125;Contabilidade e Auditoria;LICENCIATURA;344;;;;2;;;2;30
3063;Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra;2140;Controlo de Gestão;LICENCIATURA;344;;;;3;1;;4;289
3063;Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra;6841;Auditoria Empresarial e Pública;MESTRADO;344;1;;1;;;;2;37
3063;Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra;6848;Controlo de Gestão;MESTRADO;344;;;;1;;1;2;21
3063;Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra;9061;Contabilidade e Auditoria;LICENCIATURA;344;17;1;3;13;6;10;50;394
3063;Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra;9152;Gestão de Empresas;LICENCIATURA;345;27;6;3;21;7;7;71;304
3063;Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra;9186;Informática de Gestão;LICENCIATURA;481;4;;1;1;1;1;8;69
3063;Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra;9722;Contabilidade e Gestão Pública;LICENCIATURA;344;4;1;;7;3;2;17;65
3063;Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra;9801;Solicitadoria e Administração;LICENCIATURA;380;19;5;3;14;5;8;54;184
3063;Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra;M148;Gestão Empresarial;MESTRADO;345;;;;;1;;1;6
