CodigoUniversidade;NomeUniversidade;CodigoCurso;NomeCurso;Grau;CodigoArea;1ºEmp<6;1ºEmp6a12;1ºEmp>=12;NovoEmp<6;NovoEmp6a12;NovoEmp>=12;TotalDesempregados;TotalDiplomados
0400;Universidade da Beira Interior;1690;Optometria e Optotecnia (Física Aplicada);LICENCIATURA;725;;;;2;;1;3;143;
0400;Universidade da Beira Interior;4051;Ciências do Desporto;MESTRADO;813;;;;2;1;2;5;39;
0400;Universidade da Beira Interior;4156;Economia;MESTRADO;314;;;;;;1;1;1;
0400;Universidade da Beira Interior;4186;Educação;MESTRADO;142;;;;1;;;1;71;
0400;Universidade da Beira Interior;4208;Engenharia Informática;MESTRADO;523;;;;1;;;1;10;
0400;Universidade da Beira Interior;4399;Física e Química para o Ensino;MESTRADO;145;;;;;;2;2;7;
0400;Universidade da Beira Interior;4400;Economia e Políticas Autárquicas;MESTRADO;314;;;;;;1;1;7;
0400;Universidade da Beira Interior;4474;Gestão;MESTRADO;345;;;;;;1;1;88;
0400;Universidade da Beira Interior;4574;Língua, Cultura Portuguesa e Didáctica;MESTRADO;223;;;;1;;2;3;39;
0400;Universidade da Beira Interior;4768;Química;MESTRADO;442;;;1;;;;1;18;
0400;Universidade da Beira Interior;4846;Sociologia;MESTRADO;312;;;;;;3;3;26;
0400;Universidade da Beira Interior;5276;Engenharia do Papel;DOUTORAMENTO;543;;;;;1;;1;5;
0400;Universidade da Beira Interior;5422;Letras;DOUTORAMENTO;222;;;;1;;;1;11;
0400;Universidade da Beira Interior;6043;Ciências do Desporto;MESTRADO;813;;;1;1;1;;3;71;
0400;Universidade da Beira Interior;6045;Ciências Documentais;MESTRADO;322;1;;;;1;;2;18;
0400;Universidade da Beira Interior;6086;Empreendedorismo e Criação de Empresas;MESTRADO;345;;;;1;1;;2;5;
0400;Universidade da Beira Interior;6091;Engenharia Electrotécnica e de Computadores;MESTRADO;523;;2;;3;;;5;44;
0400;Universidade da Beira Interior;6248;Supervisão Pedagógica;MESTRADO;142;;;2;;;;2;44;
0400;Universidade da Beira Interior;6405;Ensino de Educação Visual e Tecnológica no Ensino Básico;MESTRADO;146;;;;1;;;1;7;
0400;Universidade da Beira Interior;6436;Ensino de Artes Visuais no 3.º Ciclo do Ensino Básico e Ensino Secundário;MESTRADO;145;;;1;6;;1;8;42;
0400;Universidade da Beira Interior;6452;Ensino de Física e Química no 3º C. do Ensino Básico e no Ensino Secundário;MESTRADO;145;1;;;;;;1;27;
0400;Universidade da Beira Interior;6454;Ensino de Educação Física nos Ensinos Básico e Secundário;MESTRADO;146;2;;1;7;3;;13;75;
0400;Universidade da Beira Interior;6455;Ensino de Português no 3º C Ens Bás e Ens Sec e  Espanhol nos Ens Bas e Sec;MESTRADO;145;;;;1;;;1;44;
0400;Universidade da Beira Interior;6761;Empreendedorismo e Serviço Social;MESTRADO;345;;;;4;;;4;27;
0400;Universidade da Beira Interior;6762;Engenharia Aeronáutica;MESTRADO;525;;;1;1;;1;3;100;
0400;Universidade da Beira Interior;6763;Engenharia Electromecânica;MESTRADO;522;1;;;1;;;2;53;
0400;Universidade da Beira Interior;6945;Optometria em Ciências da Visão;MESTRADO;725;1;;;;;;1;25;
0400;Universidade da Beira Interior;6963;Sociologia: Exclusões e Políticas Sociais;MESTRADO;312;1;;;3;1;;5;19;
0400;Universidade da Beira Interior;8053;Ciências Básicas em Arquitectura;LICENCIATURA;581;1;2;;1;1;1;6;117;
0400;Universidade da Beira Interior;8367;Filosofia (regime pós-laboral);LICENCIATURA;226;;;1;;;;1;10;
0400;Universidade da Beira Interior;8470;Engenharia Aeronáutica;MESTRADO;525;1;;;;;;1;4;
0400;Universidade da Beira Interior;9015;Bioquímica;LICENCIATURA;421;9;;1;3;1;2;16;159;
0400;Universidade da Beira Interior;9016;Biotecnologia;LICENCIATURA;524;1;1;;1;;;3;25;
0400;Universidade da Beira Interior;9020;Ciência Política e Relações Internacionais;LICENCIATURA;313;8;1;1;3;5;2;20;53;
0400;Universidade da Beira Interior;9023;Ciências da Comunicação;LICENCIATURA;321;9;2;6;13;7;5;42;295;
0400;Universidade da Beira Interior;9048;Cinema;LICENCIATURA;213;6;;4;8;;1;19;191;
0400;Universidade da Beira Interior;9071;Design de Moda;LICENCIATURA;214;8;2;1;2;2;1;16;137;
0400;Universidade da Beira Interior;9074;Design Industrial;LICENCIATURA;214;9;2;4;3;3;3;24;122;
0400;Universidade da Beira Interior;9075;Design Multimédia;LICENCIATURA;214;11;5;7;8;3;3;37;191;
0400;Universidade da Beira Interior;9081;Economia;LICENCIATURA;314;9;3;3;3;2;2;22;146;
0400;Universidade da Beira Interior;9089;Engenharia Civil;LICENCIATURA;582;5;;1;4;1;1;12;122;
0400;Universidade da Beira Interior;9105;Engenharia Electromecânica;LICENCIATURA;522;4;1;1;1;2;;9;82;
0400;Universidade da Beira Interior;9119;Engenharia Informática;LICENCIATURA;523;1;;;1;;;2;215;
0400;Universidade da Beira Interior;9123;Engenharia Mecânica;LICENCIATURA;521;;;;1;;;1;9;
0400;Universidade da Beira Interior;9139;Filosofia;LICENCIATURA;226;1;;;1;;3;5;50;
0400;Universidade da Beira Interior;9147;Gestão;LICENCIATURA;345;14;4;8;4;2;1;33;238;
0400;Universidade da Beira Interior;9204;Línguas, Literaturas e Culturas;LICENCIATURA;222;;;;;1;1;2;44;
0400;Universidade da Beira Interior;9205;Marketing;LICENCIATURA;342;9;5;2;9;4;4;33;149;
0400;Universidade da Beira Interior;9216;Optometria - Ciências da Visão;LICENCIATURA;725;7;2;3;5;1;1;19;258;
0400;Universidade da Beira Interior;9219;Psicologia;LICENCIATURA;311;8;2;1;3;;1;15;169;
0400;Universidade da Beira Interior;9225;Química Industrial;LICENCIATURA;524;3;;;1;;;4;53;
0400;Universidade da Beira Interior;9240;Sociologia;LICENCIATURA;312;10;5;1;4;1;6;27;121;
0400;Universidade da Beira Interior;9251;Tecnologias e Sistemas de Informação;LICENCIATURA;481;3;;1;2;;;6;42;
0400;Universidade da Beira Interior;9257;Arquitectura;MESTRADO;581;32;7;10;12;4;1;66;179;
0400;Universidade da Beira Interior;9280;Economia;MESTRADO;314;2;1;3;1;1;3;11;58;
