CodigoUniversidade;NomeUniversidade;CodigoCurso;NomeCurso;Grau;CodigoArea;1ºEmp<6;1ºEmp6a12;1ºEmp>=12;NovoEmp<6;NovoEmp6a12;NovoEmp>=12;TotalDesempregados;TotalDiplomados
2800;Universidade Lusófona de Humanidades e Tecnologias;9545;Ciências de Engenharia - Engenharia Electrotécnica;LICENCIATURA;523;;;;1;1;;2;36;
2800;Universidade Lusófona de Humanidades e Tecnologias;9546;Ciências Naturais - Ciências do Mar;LICENCIATURA;443;;;;;;1;1;6;
2800;Universidade Lusófona de Humanidades e Tecnologias;9550;Segurança e Higiene do Trabalho;LICENCIATURA;862;;;;1;2;1;4;14;
2800;Universidade Lusófona de Humanidades e Tecnologias;9612;Estudos Básicos de Ciências Farmacêuticas;LICENCIATURA;727;1;;;1;2;1;5;60;
2800;Universidade Lusófona de Humanidades e Tecnologias;9615;Estudos Gerais de Arquitectura;LICENCIATURA;581;5;2;;2;6;6;21;117;
2800;Universidade Lusófona de Humanidades e Tecnologias;9662;Comunicação e Jornalismo;LICENCIATURA;321;1;2;;2;;;5;65;
2800;Universidade Lusófona de Humanidades e Tecnologias;9736;Educação Física e Desporto;LICENCIATURA;813;6;;1;11;2;1;21;400;
2800;Universidade Lusófona de Humanidades e Tecnologias;9766;Gestão de Unidades de Saúde;LICENCIATURA;345;1;;;4;1;;6;36;
2800;Universidade Lusófona de Humanidades e Tecnologias;9794;Psicopedagogia Clínica;LICENCIATURA;311;;;;;;1;1;21;
2800;Universidade Lusófona de Humanidades e Tecnologias;9847;Medicina Veterinária;MESTRADO;640;2;1;3;1;1;1;9;55;
2800;Universidade Lusófona de Humanidades e Tecnologias;M095;Engenharia Biotecnológica;MESTRADO;524;;;1;;;;1;7;
2800;Universidade Lusófona de Humanidades e Tecnologias;M284;Gestão Aeronáutica;MESTRADO;345;;;;;;1;1;1;
2800;Universidade Lusófona de Humanidades e Tecnologias;M289;Neuropsicologia Aplicada;MESTRADO;311;2;;;3;;;5;26;
3011;Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro;0118;Contabilidade e Administração;BACHARELATO;344;;;;6;3;13;22;1078;
3011;Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro;1121;Contabilidade e Administração;BACHARELATO;344;;;;6;3;5;14;925;
3011;Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro;1121;Contabilidade e Administração;LICENCIATURA;344;;;;9;9;14;32;826;
3011;Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro;1853;Contabilidade e Administração Pública (regime nocturno);LICENCIATURA;344;;;;;;4;4;23;
3011;Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro;1915;Contabilidade e Administração (regime nocturno);BACHARELATO;344;;;;;;3;3;208;
3011;Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro;2008;Administração Empresarial;LICENCIATURA;345;;;;;1;1;2;97;
3011;Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro;2050;Auditoria;LICENCIATURA;344;;;;1;;;1;92;
3011;Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro;6060;Contabilidade;MESTRADO;344;;;;1;;;1;113;
3011;Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro;6870;Contabilidade e Administração Pública;MESTRADO;344;;;;1;1;1;3;13;
3011;Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro;9056;Contabilidade;LICENCIATURA;344;16;4;4;23;6;15;68;938;
3011;Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro;9140;Finanças;LICENCIATURA;343;12;;4;7;3;3;29;73;
3011;Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro;9205;Marketing;LICENCIATURA;342;5;1;7;9;1;2;25;108;
3011;Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro;9314;Marketing;MESTRADO;342;1;;1;2;;;4;8;
3012;Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda;0247;Engenharia Electrotécnica;BACHARELATO;522;;;;1;;;1;38;
3012;Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda;0650;Engenharia Geográfica;BACHARELATO;443;;;;3;1;3;7;80;
3012;Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda;0748;Secretariado de Direcção;BACHARELATO;346;;;;;1;2;3;78;
3012;Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda;8016;Tecnologias da Informação;LICENCIATURA;481;2;;;3;;3;8;66;
3012;Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda;8405;Gestão da Qualidade;LICENCIATURA;345;2;;;1;;1;4;0;
3012;Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda;9109;Engenharia Electrotécnica;LICENCIATURA;522;2;;1;1;1;2;7;167;
3012;Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda;9715;Comércio;LICENCIATURA;341;2;1;;5;3;1;12;109;
3012;Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda;9733;Documentação e Arquivística;LICENCIATURA;322;1;;4;8;1;3;17;149;
3012;Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda;9769;Gestão Pública e Autárquica;LICENCIATURA;345;8;3;1;7;5;6;30;182;
3012;Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda;9805;Técnico Superior de Secretariado;LICENCIATURA;346;5;1;3;9;1;9;28;169;
3013;Universidade de Aveiro - Escola Superior de Saúde de Aveiro;1169;Enfermagem;LICENCIATURA;723;;;;3;1;1;5;266;
3013;Universidade de Aveiro - Escola Superior de Saúde de Aveiro;1364;Fisioterapia;LICENCIATURA;726;;;1;;2;;3;105;
3013;Universidade de Aveiro - Escola Superior de Saúde de Aveiro;1496;Gerontologia;LICENCIATURA;723;;;;1;2;;3;46;
3013;Universidade de Aveiro - Escola Superior de Saúde de Aveiro;1699;Radiologia;LICENCIATURA;725;;;2;5;3;;10;118;
3013;Universidade de Aveiro - Escola Superior de Saúde de Aveiro;1701;Radioterapia;LICENCIATURA;725;;;;;1;;1;19;
3013;Universidade de Aveiro - Escola Superior de Saúde de Aveiro;1774;Terapia da Fala;LICENCIATURA;726;;;;3;;;3;74;
3013;Universidade de Aveiro - Escola Superior de Saúde de Aveiro;9500;Enfermagem;LICENCIATURA;723;16;4;6;5;2;2;35;190;
3013;Universidade de Aveiro - Escola Superior de Saúde de Aveiro;9504;Fisioterapia;LICENCIATURA;726;5;;1;;1;;7;65;
3013;Universidade de Aveiro - Escola Superior de Saúde de Aveiro;9505;Radiologia;LICENCIATURA;725;7;;6;4;1;;18;59;
3013;Universidade de Aveiro - Escola Superior de Saúde de Aveiro;9833;Gerontologia;LICENCIATURA;723;2;6;5;1;;1;15;75;
3013;Universidade de Aveiro - Escola Superior de Saúde de Aveiro;9890;Terapia da Fala;LICENCIATURA;726;15;1;4;2;;1;23;65;
3014;Universidade de Aveiro - Escola Superior de Design, Gestão e Tecnologias da Produção de Aveiro-Norte;9245;Tecnologia e Design de Produto;LICENCIATURA;214;6;;;4;1;4;15;82;
3021;Instituto Politécnico de Beja - Escola Superior Agrária;0485;Engenharia Técnica de Produção Agrária;BACHARELATO;621;;;;2;2;5;9;317;
3021;Instituto Politécnico de Beja - Escola Superior Agrária;0517;Engenharia Técnica Agro-Industrial;BACHARELATO;541;;;;2;1;4;7;193;
3021;Instituto Politécnico de Beja - Escola Superior Agrária;0643;Produção Agrícola;BACHARELATO;621;;;;;1;2;3;62;
3021;Instituto Politécnico de Beja - Escola Superior Agrária;0647;Produção Animal;BACHARELATO;621;;;;;1;2;3;61;
3021;Instituto Politécnico de Beja - Escola Superior Agrária;0784;Tecnologia das Indústrias Agro-Alimentares;BACHARELATO;541;;;;;1;1;2;40;
3021;Instituto Politécnico de Beja - Escola Superior Agrária;1211;Engenharia Agro-Florestal;BACHARELATO;621;;;;1;1;2;4;86;
3021;Instituto Politécnico de Beja - Escola Superior Agrária;1211;Engenharia Agro-Florestal;LICENCIATURA;621;;;;3;2;6;11;139;
3021;Instituto Politécnico de Beja - Escola Superior Agrária;1225;Engenharia Agro-Pecuária;BACHARELATO;621;;;;1;;;1;109;
3021;Instituto Politécnico de Beja - Escola Superior Agrária;1225;Engenharia Agro-Pecuária;LICENCIATURA;621;;;;2;1;5;8;142;
3021;Instituto Politécnico de Beja - Escola Superior Agrária;1228;Engenharia Alimentar;LICENCIATURA;541;;1;1;2;5;3;12;245;
3021;Instituto Politécnico de Beja - Escola Superior Agrária;1315;Engenharia do Ambiente;LICENCIATURA;851;;;1;7;1;4;13;108;
3021;Instituto Politécnico de Beja - Escola Superior Agrária;1328;Engenharia dos Sistemas Agrícolas e Ambientais;LICENCIATURA;621;;;;1;;1;2;60;
3021;Instituto Politécnico de Beja - Escola Superior Agrária;9003;Agronomia;LICENCIATURA;621;6;;1;2;;;9;2;
3021;Instituto Politécnico de Beja - Escola Superior Agrária;9011;Biologia;LICENCIATURA;421;1;2;3;2;1;1;10;41;
3021;Instituto Politécnico de Beja - Escola Superior Agrária;9086;Engenharia Agronómica;LICENCIATURA;621;;3;;2;;5;10;151;
3021;Instituto Politécnico de Beja - Escola Superior Agrária;9087;Engenharia Alimentar;LICENCIATURA;541;11;1;9;8;1;3;33;190;
3021;Instituto Politécnico de Beja - Escola Superior Agrária;9099;Engenharia do Ambiente;LICENCIATURA;851;5;2;5;7;1;5;25;150;
3021;Instituto Politécnico de Beja - Escola Superior Agrária;9567;Engenharia Alimentar;MESTRADO;541;;;1;;;;1;14;
3021;Instituto Politécnico de Beja - Escola Superior Agrária;9618;Biologia e Recursos Naturais;LICENCIATURA;852;5;;;1;1;;7;23;
3021;Instituto Politécnico de Beja - Escola Superior Agrária;M490;Agronomia;MESTRADO;621;1;;;1;;;2;0;
3022;Instituto Politécnico de Beja - Escola Superior de Educação;0625;Educação de Infância;LICENCIATURA;143;;;1;23;6;21;51;309;
3022;Instituto Politécnico de Beja - Escola Superior de Educação;0664;Professores do Ensino Básico, variante de Educação Visual;LICENCIATURA;144;;;;;;1;1;54;
3022;Instituto Politécnico de Beja - Escola Superior de Educação;0670;Professores do Ensino Básico, variante de Português e Francês;LICENCIATURA;144;;;;2;;2;4;110;
3022;Instituto Politécnico de Beja - Escola Superior de Educação;0676;Professores do Ensino Básico, variante de Português e Inglês;LICENCIATURA;144;;;;1;;1;2;43;
3022;Instituto Politécnico de Beja - Escola Superior de Educação;0680;Professores do 2.º c. do Ens. Básico, v. de Educação Visual e Tecnológica;LICENCIATURA;144;;;;1;;;1;66;
3022;Instituto Politécnico de Beja - Escola Superior de Educação;0707;Ensino Básico - 1.º Ciclo;LICENCIATURA;144;;;2;18;7;21;48;220;
3022;Instituto Politécnico de Beja - Escola Superior de Educação;1008;Artes Decorativas;LICENCIATURA;211;;;;1;1;2;4;14;
3022;Instituto Politécnico de Beja - Escola Superior de Educação;1021;Animador Sociocultural;LICENCIATURA;762;;;;2;;3;5;53;
3022;Instituto Politécnico de Beja - Escola Superior de Educação;1045;Animação Sociocultural;BACHARELATO;762;;;;;;2;2;94;
3022;Instituto Politécnico de Beja - Escola Superior de Educação;1045;Animação Sociocultural;LICENCIATURA;762;;;;9;1;7;17;115;
3022;Instituto Politécnico de Beja - Escola Superior de Educação;1161;Desporto, Actividade Física e Lazer;LICENCIATURA;813;;;;2;1;1;4;20;
3022;Instituto Politécnico de Beja - Escola Superior de Educação;1636;Professores de Educação Musical do Ensino Básico;LICENCIATURA;144;;;;3;3;3;9;69;
3022;Instituto Politécnico de Beja - Escola Superior de Educação;1639;Professores do 2.º Ciclo Ens. Básico, var. de Educação Visual e Tecnológica;LICENCIATURA;144;;;;14;3;26;43;157;
3022;Instituto Politécnico de Beja - Escola Superior de Educação;1647;Professores do Ensino Básico, variante de Educação Física;LICENCIATURA;144;;;;7;2;4;13;125;
3022;Instituto Politécnico de Beja - Escola Superior de Educação;1651;Professores do Ensino Básico, variante de Matemática e Ciências da Natureza;LICENCIATURA;144;;;;14;10;20;44;160;
3022;Instituto Politécnico de Beja - Escola Superior de Educação;1653;Professores do Ensino Básico, variante de Português e Francês;LICENCIATURA;144;;;;6;3;7;16;84;
3022;Instituto Politécnico de Beja - Escola Superior de Educação;1655;Professores do Ensino Básico, variante de Português e Inglês;LICENCIATURA;144;;;;11;1;9;21;88;
3022;Instituto Politécnico de Beja - Escola Superior de Educação;2855;Educadores de Infância;LICENCIATURA;143;;;;;;1;1;75;
3022;Instituto Politécnico de Beja - Escola Superior de Educação;2857;Professores do 1.º ciclo do Ensino Básico;LICENCIATURA;144;;;;2;1;1;4;103;
3022;Instituto Politécnico de Beja - Escola Superior de Educação;6915;Educação Pré-Escolar e Ensino do 1.º Ciclo do Ensino Básico;MESTRADO;144;;;;1;;3;4;21;
3022;Instituto Politécnico de Beja - Escola Superior de Educação;9005;Animação Sociocultural;LICENCIATURA;762;5;;3;15;1;7;31;140;
3022;Instituto Politécnico de Beja - Escola Superior de Educação;9238;Serviço Social;LICENCIATURA;762;14;4;7;11;4;11;51;257;
3022;Instituto Politécnico de Beja - Escola Superior de Educação;9347;Artes Plásticas e Multimédia;LICENCIATURA;211;5;3;3;15;4;3;33;105;
3022;Instituto Politécnico de Beja - Escola Superior de Educação;9354;Educação e Comunicação Multimédia;LICENCIATURA;213;4;3;4;15;3;6;35;131;
3022;Instituto Politécnico de Beja - Escola Superior de Educação;9563;Desporto;LICENCIATURA;813;8;;;9;1;3;21;106;
3022;Instituto Politécnico de Beja - Escola Superior de Educação;9853;Educação Básica;LICENCIATURA;144;2;;;3;;;5;75;
3022;Instituto Politécnico de Beja - Escola Superior de Educação;M026;Educação e Cuidados na Primeira Infância;MESTRADO;143;;;;1;;;1;2;
3023;Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão;0232;Engenharia Civil;BACHARELATO;582;;;;1;;2;3;71;
3023;Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão;0286;Engenharia Informática;BACHARELATO;523;;;;1;;2;3;79;
3023;Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão;0339;Engenharia Topográfica;BACHARELATO;581;;;;;;1;1;14;
3023;Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão;0440;Gestão de Empresas;BACHARELATO;345;;;;1;1;1;3;270;
3023;Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão;1245;Engenharia Civil;LICENCIATURA;582;;;;4;1;2;7;49;
3023;Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão;1322;Engenharia Topográfica;BACHARELATO;581;;;;2;;;2;37;
3023;Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão;1322;Engenharia Topográfica;LICENCIATURA;581;;;;;1;1;2;35;
3023;Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão;1452;Engenharia Informática;BACHARELATO;523;;;;2;;;2;99;
3023;Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão;1452;Engenharia Informática;LICENCIATURA;523;;;;5;;3;8;51;
3023;Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão;1502;Estratégia e Gestão Turísticas;LICENCIATURA;812;;;;1;1;3;5;60;
3023;Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão;1515;Gestão de Empresas;BACHARELATO;345;;;;1;;;1;146;
3023;Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão;1515;Gestão de Empresas;LICENCIATURA;345;;;;4;5;15;24;286;
3023;Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão;9089;Engenharia Civil;LICENCIATURA;582;17;2;3;9;2;3;36;126;
3023;Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão;9119;Engenharia Informática;LICENCIATURA;523;6;1;2;5;2;5;21;173;
3023;Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão;9152;Gestão de Empresas;LICENCIATURA;345;7;3;3;20;4;11;48;221;
3023;Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão;9186;Informática de Gestão;LICENCIATURA;481;;;1;2;;2;5;26;
3023;Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão;9218;Protecção Civil;LICENCIATURA;861;2;;;6;;1;9;94;
3023;Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão;9242;Solicitadoria;LICENCIATURA;380;3;;;2;;;5;0;
3023;Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão;9254;Turismo;LICENCIATURA;812;1;;4;12;4;7;28;188;
3031;Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão;1136;Contabilidade e Finanças Públicas;BACHARELATO;344;;;;;1;1;2;283;
3031;Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão;1136;Contabilidade e Finanças Públicas;LICENCIATURA;344;;;3;10;3;15;31;268;
3031;Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão;1137;Contabilidade Empresarial;BACHARELATO;344;;1;;1;1;;3;221;
3031;Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão;1137;Contabilidade Empresarial;LICENCIATURA;344;;;;9;3;4;16;225;
3031;Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão;1518;Fiscalidade;BACHARELATO;344;;;;1;;3;4;139;
3031;Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão;1518;Fiscalidade;LICENCIATURA;344;;;;3;;1;4;128;
3031;Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão;1917;Contabilidade (regime nocturno);LICENCIATURA;344;;1;;4;1;1;7;181;
3031;Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão;8156;Gestão de Actividades Turísticas;LICENCIATURA;812;3;3;2;5;;;13;9;
3031;Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão;8402;Gestão Pública (regime de ensino a distância);LICENCIATURA;345;;;;;;1;1;0;
3031;Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão;9056;Contabilidade;LICENCIATURA;344;10;2;3;18;3;7;43;153;
3031;Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão;9140;Finanças;LICENCIATURA;343;7;4;1;4;1;2;19;77;
3031;Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão;9242;Solicitadoria;LICENCIATURA;380;15;3;2;23;4;14;61;73;
3031;Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão;9759;Fiscalidade;LICENCIATURA;344;13;1;5;12;3;12;46;142;
3031;Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão;9869;Contabilidade (regime pós-laboral);LICENCIATURA;344;;;;2;1;1;4;181;
3031;Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão;9920;Gestão Bancária e Seguros;LICENCIATURA;343;10;2;2;1;5;1;21;33;
3031;Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão;M040;Fiscalidade;MESTRADO;344;;;;;1;;1;2;
3031;Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão;M042;Gestão das Organizações;MESTRADO;345;;;1;;;;1;6;
3032;Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia;1767;Sistemas de Informação para a Gestão;LICENCIATURA;345;;;;4;1;2;7;55;
3032;Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia;8409;Engenharia de Sistemas Informáticos;LICENCIATURA;523;4;;;1;;1;6;0;
3032;Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia;8467;Informática Médica;LICENCIATURA;489;8;2;;;;;10;12;
3032;Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia;9074;Design Industrial;LICENCIATURA;214;15;3;9;12;1;6;46;146;
3032;Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia;9112;Engenharia Electrotécnica e de Computadores;LICENCIATURA;523;5;;;1;1;;7;10;
3032;Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia;9185;Informática;LICENCIATURA;481;2;1;1;2;2;1;9;59;
3032;Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia;9470;Design Gráfico;LICENCIATURA;213;18;3;6;10;5;7;49;111;
3032;Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia;9481;Informática para a Saúde;LICENCIATURA;489;1;;2;4;2;4;13;82;
3032;Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia;M073;Sistemas Integrados de Gestão QAS (Qualidade, Ambiente, Segurança);MESTRADO;347;1;;;;;2;3;11;
3041;Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;0285;Engenharia Rural;BACHARELATO;621;;;;1;;2;3;52;
3041;Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;0435;Gestão da Empresa Agrícola;BACHARELATO;621;;;;4;2;7;13;247;
3041;Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;0449;Gestão de Recursos Florestais;BACHARELATO;623;;;;2;;2;4;210;
3041;Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;0589;Melhoramentos Rurais;BACHARELATO;621;;;;;1;3;4;61;
3041;Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;0643;Produção Agrícola;BACHARELATO;621;;;;1;3;4;8;212;
3041;Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;0647;Produção Animal;BACHARELATO;621;;;;1;1;2;4;228;
3041;Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;1222;Engenharia Agronómica;LICENCIATURA;621;;1;;8;1;2;12;207;
3041;Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;1229;Engenharia Biotecnológica;BACHARELATO;524;;;;;;2;2;239;
3041;Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;1229;Engenharia Biotecnológica;LICENCIATURA;524;;;1;7;4;3;15;200;
3041;Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;1318;Engenharia do Ambiente e Território;LICENCIATURA;851;;;2;7;6;4;19;206;
3041;Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;1356;Engenharia Zootécnica;LICENCIATURA;621;;;;2;;;2;14;
3041;Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;1432;Engenharia Florestal;BACHARELATO;623;;;;;;1;1;53;
3041;Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;1432;Engenharia Florestal;LICENCIATURA;623;;;;9;1;2;12;94;
3041;Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;6348;Agroecologia;MESTRADO;621;;;;1;;;1;7;
3041;Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;6363;Gestão de Recursos Florestais;MESTRADO;623;1;;;1;1;;3;18;
3041;Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;6369;Qualidade e Segurança Alimentar;MESTRADO;541;2;1;1;4;1;2;11;79;
3041;Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;8401;Fitofarmácia e Plantas Aromáticas e Medicinais;LICENCIATURA;621;5;;;;1;1;7;18;
3041;Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;9085;Enfermagem Veterinária;LICENCIATURA;640;7;6;6;8;3;3;33;76;
3041;Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;9086;Engenharia Agronómica;LICENCIATURA;621;2;;2;3;1;3;11;160;
3041;Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;9087;Engenharia Alimentar;LICENCIATURA;541;5;2;12;3;6;5;33;128;
3041;Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;9088;Engenharia Biotecnológica;LICENCIATURA;524;6;3;2;10;3;6;30;240;
3041;Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;9099;Engenharia do Ambiente;LICENCIATURA;851;6;1;4;5;2;5;23;110;
3041;Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;9114;Engenharia Florestal;LICENCIATURA;623;;1;;1;;1;3;83;
3041;Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;9129;Engenharia Zootécnica;LICENCIATURA;621;2;;2;7;1;5;17;99;
3041;Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;9142;Fitoquímica e Fitofarmacologia;LICENCIATURA;621;;;1;5;;1;7;31;
3041;Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;9246;Tecnologia Veterinária;LICENCIATURA;640;;;;1;;;1;30;
3041;Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;M076;Tecnologia Ambiental;MESTRADO;851;3;1;;1;;;5;10;
3041;Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;M524;Farmácia e Química de Produtos Naturais;MESTRADO;727;;;;1;;;1;0;
3042;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;0182;Educadores de Infância;BACHARELATO;143;;;;;;1;1;184;
3042;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;0625;Educação de Infância;LICENCIATURA;143;;1;2;23;13;21;60;467;
3042;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;0670;Professores do Ensino Básico, variante de Português e Francês;LICENCIATURA;144;;;;;;1;1;244;
3042;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;0676;Professores do Ensino Básico, variante de Português e Inglês;LICENCIATURA;144;;;;3;;1;4;118;
3042;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;0680;Professores do 2.º c. do Ens. Básico, v. de Educação Visual e Tecnológica;LICENCIATURA;144;;;;;;1;1;104;
3042;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;0707;Ensino Básico - 1.º Ciclo;LICENCIATURA;144;;2;3;39;16;28;88;447;
3042;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;1024;Animação e Produção Artística;LICENCIATURA;212;;;;4;4;5;13;131;
3042;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;1087;Ciências do Desporto, variante de Gestão e Lazer;LICENCIATURA;813;;;;4;1;1;6;69;
3042;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;1636;Professores de Educação Musical do Ensino Básico;LICENCIATURA;144;;;;4;1;1;6;81;
3042;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;1639;Professores do 2.º Ciclo Ens. Básico, var. de Educação Visual e Tecnológica;LICENCIATURA;144;;;;11;5;22;38;232;
3042;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;1647;Professores do Ensino Básico, variante de Educação Física;LICENCIATURA;144;;;;12;7;7;26;264;
3042;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;1649;Professores do Ensino Básico, variante de Educação Musical;LICENCIATURA;144;;1;;5;2;2;10;60;
3042;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;1651;Professores do Ensino Básico, variante de Matemática e Ciências da Natureza;LICENCIATURA;144;;;;17;3;47;67;317;
3042;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;1653;Professores do Ensino Básico, variante de Português e Francês;LICENCIATURA;144;;;;10;1;10;21;165;
3042;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;1654;Professores do Ensino Básico, var. de Português, História e Ciênc. Sociais;LICENCIATURA;144;;;;8;2;2;12;38;
3042;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;1655;Professores do Ensino Básico, variante de Português e Inglês;LICENCIATURA;144;;;;9;2;10;21;186;
3042;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;1788;Tradução;LICENCIATURA;222;;;;;2;1;3;26;
3042;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;2855;Educadores de Infância;LICENCIATURA;143;;;;1;;;1;60;
