Código da instituição;Código do curso;Nome da instituição;Nome do curso;Grau académico;Vagas Iniciais;Estudantes colocados;Nota de candidatura do último colocado pelo contingente geral;Vagas sobrantes
3023;9242;Instituto Politécnico de Beja - Escola Superior de Tecnologia e Gestão;Solicitadoria;L1;30;25;112,9;5
3023;9254;Instituto Politécnico de Beja - Escola Superior de Tecnologia e Gestão;Turismo;L1;36;25;106,0;11
3023;9994;Instituto Politécnico de Beja - Escola Superior de Tecnologia e Gestão;Gestão de Empresas (regime pós-laboral);L1;25;0;;25
3031;8015;Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão;Solicitadoria (regime pós-laboral);L1;40;40;112,7;0
3031;8092;Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão;Gestão Bancária e Seguros (regime pós-laboral);L1;25;19;108,0;6
3031;8156;Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão;Gestão de Atividades Turísticas;L1;40;40;132,8;0
3031;8341;Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão;Gestão de Atividades Turísticas (regime pós-laboral);L1;35;36;109,4;0
3031;8402;Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão;Gestão Pública (regime de ensino a distância);L1;20;2;110,3;18
3031;9056;Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão;Contabilidade;L1;43;43;131,0;0
3031;9140;Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão;Finanças;L1;30;31;121,7;0
3031;9242;Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão;Solicitadoria;L1;40;40;136,1;0
3031;9759;Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão;Fiscalidade;L1;25;19;100,0;6
3031;9869;Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão;Contabilidade (regime pós-laboral);L1;30;27;100,6;3
3031;9920;Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão;Gestão Bancária e Seguros;L1;38;39;124,0;0
3031;9990;Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão;Fiscalidade (regime pós-laboral);L1;25;3;;22
3031;L140;Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão;Gestão Pública;L1;20;20;105,4;0
3032;8311;Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia;Engenharia e Desenvolvimento de Jogos Digitais;L1;30;30;127,0;0
3032;8409;Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia;Engenharia de Sistemas Informáticos;L1;25;25;128,4;0
3032;8417;Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia;Engenharia de Sistemas Informáticos (regime pós-laboral);L1;20;11;106,5;9
3032;8467;Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia;Informática Médica;L1;20;16;114,8;4
3032;9112;Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia;Engenharia Eletrotécnica e de Computadores;L1;20;11;113,5;9
3033;9074;Instituto Politécnico do Cávado e do Ave - Escola Superior de Design;Design Industrial;L1;40;40;130,2;0
3033;9470;Instituto Politécnico do Cávado e do Ave - Escola Superior de Design;Design Gráfico;L1;40;40;143,7;0
3033;9873;Instituto Politécnico do Cávado e do Ave - Escola Superior de Design;Design Gráfico (regime pós-laboral);L1;25;25;127,6;0
3041;8401;Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;Fitofarmácia e Plantas Aromáticas e Medicinais;L1;25;1;;24
3041;9085;Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;Enfermagem Veterinária;L1;50;4;125,6;46
3041;9086;Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;Engenharia Agronómica;L1;45;0;;45
3041;9099;Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;Engenharia do Ambiente;L1;36;0;;36
3041;9129;Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;Engenharia Zootécnica;L1;23;1;;22
3041;L016;Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;Ciência e Tecnologia Alimentar;L1;36;0;;36
3041;L029;Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;Biologia e Biotecnologia;L1;30;2;107,4;28
3042;8323;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;Línguas Estrangeiras: Inglês e Espanhol;L1;30;8;108,0;22
3042;8374;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;Línguas para Relações Internacionais;L1;60;41;108,7;19
3042;9082;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;Educação Ambiental;L1;27;0;;27
3042;9084;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;Educação Social;L1;81;21;98,9;60
3042;9214;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;Música;L1;30;11;110,8;19
3042;9563;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;Desporto;L1;60;41;95,0;19
3042;9853;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;Educação Básica;L1;51;18;103,7;33
3042;9898;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;Arte e Design;L1;55;24;103,8;31
3042;9933;Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;Animação e Produção Artística;L1;30;5;111,6;25
3043;9056;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;Contabilidade;L1;50;21;105,0;29
3043;9089;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;Engenharia Civil;L1;40;0;;40
3043;9112;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;Engenharia Eletrotécnica e de Computadores;L1;45;0;;45
3043;9119;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;Engenharia Informática;L1;50;13;110,5;37
3043;9123;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;Engenharia Mecânica;L1;48;0;;48
3043;9126;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;Engenharia Química e Biológica;L1;30;0;;30
3043;9147;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;Gestão;L1;72;73;115,8;0
3043;9186;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;Informática de Gestão;L1;41;0;;41
3043;9910;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;Engenharia de Energias Renováveis;L1;45;0;;45
3043;9991;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;Gestão (regime pós-laboral);L1;12;0;;12
3043;A004;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;Gestão de Negócios Internacionais (Curso Europeu, ensino em Inglês);L1;50;11;105,5;39
3043;L058;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;Tecnologia e Gestão Industrial;L1;30;3;129,8;27
3043;L069;Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;Tecnologia Biomédica;L1;30;7;109,1;23
3045;8309;Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela;Design de Jogos Digitais;L1;60;18;100,7;42
3045;9165;Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela;Gestão e Administração Pública;L1;56;8;104,1;48
3045;9188;Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela;Informática e Comunicações;L1;24;0;;24
3045;9205;Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela;Marketing;L1;36;15;101,2;21
3045;9213;Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela;Multimédia;L1;60;11;108,3;49
3045;9242;Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela;Solicitadoria;L1;54;54;104,3;0
3045;9247;Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela;Tecnologias da Comunicação;L1;25;6;108,0;19
3045;9254;Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela;Turismo;L1;50;19;97,0;31
3051;8397;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;Engenharia de Proteção Civil;L1;20;0;;20
3051;9003;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;Agronomia;L1;24;0;;24
3051;9085;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;Enfermagem Veterinária;L1;27;14;107,0;13
3051;L093;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;Biotecnologia Alimentar;L1;25;2;97,0;23
3051;L132;Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco;Produção de Alimentos e Nutrição Humana;L1;25;2;127,5;23
3052;9238;Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco;Serviço Social;L1;41;42;124,2;0
3052;9485;Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco;Secretariado;L1;23;12;105,9;11
3052;9850;Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco;Desporto e Atividade Física;L1;45;21;95,0;24
3052;9853;Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco;Educação Básica;L1;35;14;102,8;21
3053;8463;Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco;Engenharia das Energias Renováveis;L1;25;0;;25
3053;9089;Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco;Engenharia Civil;L1;25;0;;25
3053;9111;Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco;Engenharia Eletrotécnica e das Telecomunicações;L1;25;0;;25
3053;9118;Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco;Engenharia Industrial;L1;25;1;;24
3053;9119;Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco;Engenharia Informática;L1;40;27;109,8;13
3053;9248;Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco;Tecnologias da Informação e Multimédia;L1;25;0;;25
3054;9063;Instituto Politécnico de Castelo Branco - Escola Superior de Gestão de Idanha-a-Nova;Contabilidade e Gestão Financeira;L1;30;3;120,0;27
3054;9173;Instituto Politécnico de Castelo Branco - Escola Superior de Gestão de Idanha-a-Nova;Gestão Hoteleira;L1;30;11;100,5;19
3054;9177;Instituto Politécnico de Castelo Branco - Escola Superior de Gestão de Idanha-a-Nova;Gestão Turística;L1;25;6;95,0;19
3054;9242;Instituto Politécnico de Castelo Branco - Escola Superior de Gestão de Idanha-a-Nova;Solicitadoria;L1;35;18;95,0;17
3054;L021;Instituto Politécnico de Castelo Branco - Escola Superior de Gestão de Idanha-a-Nova;Gestão Comercial;L1;30;5;112,3;25
3055;9725;Instituto Politécnico de Castelo Branco - Escola Superior de Artes Aplicadas;Design de Interiores e Equipamento;L1;40;26;108,7;14
3055;9726;Instituto Politécnico de Castelo Branco - Escola Superior de Artes Aplicadas;Design de Moda e Têxtil;L1;35;36;124,5;0
3055;9907;Instituto Politécnico de Castelo Branco - Escola Superior de Artes Aplicadas;Design de Comunicação e Produção Audiovisual;L1;40;33;107,0;7
3061;9016;Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra;Biotecnologia;L1;75;75;109,7;0
3061;9619;Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra;Engenharia Agro-Pecuária;L1;20;8;113,5;12
3061;9673;Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra;Agricultura Biológica;L1;20;3;95,0;17
3061;L009;Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra;Ciências Florestais e Recursos Naturais;L1;20;5;113,8;15
3061;L015;Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra;Tecnologia Alimentar;L1;27;11;105,8;16
3061;L024;Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra;Tecnologia e Gestão Ambiental;L1;27;9;106,9;18
3061;L098;Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra;Biodiversidade e Conservação da Natureza;L1;20;4;110,2;16
3062;8093;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra;Animação Socioeducativa (regime pós-laboral);L1;20;2;;18
3062;8114;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra;Turismo (regime pós-laboral);L1;22;27;115,8;0
3062;8342;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra;Comunicação Organizacional (regime pós-laboral);L1;22;23;117,5;0
3062;9054;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra;Comunicação Social;L1;36;36;139,9;0
3062;9214;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra;Música;L1;20;6;107,0;14
3062;9254;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra;Turismo;L1;40;40;139,8;0
3062;9668;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra;Gerontologia Social;L1;42;42;113,6;0
3062;9675;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra;Animação Socioeducativa;L1;36;36;104,9;0
3062;9717;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra;Comunicação Organizacional;L1;41;42;131,9;0
3062;9731;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra;Desporto e Lazer;L1;30;30;105,0;0
3062;9774;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra;Língua Gestual Portuguesa;L1;28;14;106,0;14
3062;9853;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra;Educação Básica;L1;48;48;126,2;0
3062;9894;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra;Comunicação e Design Multimédia;L1;36;36;140,3;0
3062;9898;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra;Arte e Design;L1;33;33;148,3;0
3062;L095;Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra;Gastronomia;L1;20;21;110,3;0
3063;8519;Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra;Secretariado de Direção e Administração;L1;55;57;120,5;0
3063;9061;Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra;Contabilidade e Auditoria;L1;80;83;121,7;0
3063;9152;Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra;Gestão de Empresas;L1;102;102;135,7;0
3063;9186;Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra;Informática de Gestão;L1;45;45;111,9;0
3063;9722;Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra;Contabilidade e Gestão Pública;L1;48;49;122,0;0
3063;9801;Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra;Solicitadoria e Administração;L1;72;73;130,7;0
3063;L023;Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra;Marketing e Negócios Internacionais;L1;55;56;131,9;0
3064;9089;Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra;Engenharia Civil;L1;20;0;;20
3064;9104;Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra;Engenharia e Gestão Industrial;L1;23;23;123,5;0
3064;9105;Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra;Engenharia Eletromecânica;L1;20;12;113,6;8
3064;9109;Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra;Engenharia Eletrotécnica;L1;40;7;114,5;33
3064;9119;Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra;Engenharia Informática;L1;140;141;126,9;0
3064;9123;Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra;Engenharia Mecânica;L1;55;32;109,9;23
3064;9540;Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra;Bioengenharia;L1;25;6;120,2;19
3064;9770;Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra;Engenharia Informática (Curso Europeu);L1;15;15;116,9;0
3064;9884;Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra;Engenharia Eletrotécnica (regime pós-laboral);L1;20;0;;20
3064;9885;Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra;Engenharia Informática (regime pós-laboral);L1;20;20;112,6;0
3064;L133;Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra;Engenharia Biomédica - Bioeletrónica;L1;40;16;108,1;24
3065;9058;Instituto Politécnico de Coimbra - Escola Superior de Tecnologia e Gestão de Oliveira do Hospital;Contabilidade e Administração;L1;36;37;108,4;0
3065;9119;Instituto Politécnico de Coimbra - Escola Superior de Tecnologia e Gestão de Oliveira do Hospital;Engenharia Informática;L1;30;14;108,5;16
3065;L018;Instituto Politécnico de Coimbra - Escola Superior de Tecnologia e Gestão de Oliveira do Hospital;Desenvolvimento Regional e Ordenamento do Território;L1;20;2;;18
3065;L126;Instituto Politécnico de Coimbra - Escola Superior de Tecnologia e Gestão de Oliveira do Hospital;Gestão da Bioindústria;L1;20;3;109,9;17
3081;8337;Universidade do Algarve - Escola Superior de Educação e Comunicação;Imagem Animada;L1;25;20;107,1;5
3081;9023;Universidade do Algarve - Escola Superior de Educação e Comunicação;Ciências da Comunicação;L1;35;37;126,7;0
3081;9070;Universidade do Algarve - Escola Superior de Educação e Comunicação;Design de Comunicação;L1;30;31;125,3;0
3081;9084;Universidade do Algarve - Escola Superior de Educação e Comunicação;Educação Social;L1;25;14;100,0;11
3081;9563;Universidade do Algarve - Escola Superior de Educação e Comunicação;Desporto;L1;35;38;123,3;0
3081;9853;Universidade do Algarve - Escola Superior de Educação e Comunicação;Educação Básica;L1;24;24;111,3;0
3081;9879;Universidade do Algarve - Escola Superior de Educação e Comunicação;Educação Social (regime pós-laboral);L1;20;3;105,0;17
3082;9147;Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo;Gestão;L1;65;65;120,0;0
3082;9148;Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo;Gestão (regime noturno);L1;30;8;105,0;22
3082;9173;Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo;Gestão Hoteleira;L1;40;40;136,5;0
3082;9205;Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo;Marketing;L1;30;32;112,5;0
3082;9254;Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo;Turismo;L1;55;58;129,3;0
3083;9089;Universidade do Algarve - Instituto Superior de Engenharia;Engenharia Civil;L1;28;1;;27
3083;9123;Universidade do Algarve - Instituto Superior de Engenharia;Engenharia Mecânica;L1;28;8;116,1;20
3083;9503;Universidade do Algarve - Instituto Superior de Engenharia;Engenharia Elétrica e Eletrónica;L1;28;2;137,5;26
3083;L028;Universidade do Algarve - Instituto Superior de Engenharia;Tecnologia e Segurança Alimentar;L1;28;5;105,0;23
3087;9147;Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo (Portimão);Gestão;L1;25;26;110,1;0
3087;9148;Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo (Portimão);Gestão (regime noturno);L1;25;2;;23
3087;9254;Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo (Portimão);Turismo;L1;35;38;117,1;0
3091;8339;Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto;Comunicação Multimédia;L1;50;26;105,0;24
3091;9005;Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto;Animação Sociocultural;L1;23;2;113,5;21
3091;9563;Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto;Desporto;L1;54;18;102,8;36
3091;9652;Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto;Comunicação e Relações Públicas;L1;48;35;105,0;13
3091;9853;Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto;Educação Básica;L1;25;11;113,6;14
3092;9056;Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;Contabilidade;L1;35;3;121,7;32
3092;9072;Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;Design de Equipamento;L1;25;2;114,6;23
3092;9089;Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;Engenharia Civil;L1;25;0;;25
3092;9119;Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;Engenharia Informática;L1;40;11;105,4;29
3092;9128;Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;Engenharia Topográfica;L1;20;0;;20
3092;9147;Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;Gestão;L1;40;30;103,8;10
3092;9157;Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;Gestão de Recursos Humanos;L1;30;22;108,3;8
3092;9205;Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;Marketing;L1;27;18;100,0;9
3092;9855;Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;Energia e Ambiente;L1;27;3;116,4;24
3095;9173;Instituto Politécnico da Guarda - Escola Superior de Turismo e Hotelaria;Gestão Hoteleira;L1;43;25;95,0;18
3095;9255;Instituto Politécnico da Guarda - Escola Superior de Turismo e Hotelaria;Turismo e Lazer;L1;28;16;100,9;12
3095;9484;Instituto Politécnico da Guarda - Escola Superior de Turismo e Hotelaria;Restauração e Catering;L1;26;5;118,5;21
3101;8014;Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais;Serviço Social (regime pós-laboral);L1;20;9;110,0;11
3101;8132;Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais;Desporto e Bem-Estar (regime pós-laboral);L1;24;3;;21
3101;8476;Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais;Relações Humanas e Comunicação Organizacional (reg. de ensino a distância);L1;20;2;137,3;18
3101;9084;Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais;Educação Social;L1;40;32;110,7;8
3101;9238;Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais;Serviço Social;L1;40;40;124,8;0
3101;9492;Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais;Tradução e Interpretação: Português/Chinês - Chinês/Português;L1;25;27;128,2;0
3101;9797;Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais;Relações Humanas e Comunicação Organizacional;L1;40;40;115,4;0
3101;9851;Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais;Desporto e Bem-Estar;L1;24;25;119,2;0
3101;9853;Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais;Educação Básica;L1;56;43;102,2;13
3101;L099;Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais;Comunicação e Media;L1;40;40;124,1;0
3102;8015;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão;Solicitadoria (regime pós-laboral);L1;25;4;105,0;21
3102;9002;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão;Administração Pública;L1;25;25;114,9;0
3102;9089;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão;Engenharia Civil;L1;25;2;119,6;23
3102;9104;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão;Engenharia e Gestão Industrial;L1;20;11;114,4;9
3102;9112;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão;Engenharia Eletrotécnica e de Computadores;L1;35;11;117,9;24
3102;9119;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão;Engenharia Informática;L1;95;95;113,6;0
3102;9123;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão;Engenharia Mecânica;L1;35;25;106,3;10
3102;9147;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão;Gestão;L1;80;81;129,2;0
3102;9205;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão;Marketing;L1;40;42;115,3;0
3102;9242;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão;Solicitadoria;L1;60;63;117,5;0
3102;9627;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão;Contabilidade e Finanças;L1;36;35;111,3;1
3102;9648;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão;Engenharia da Energia e do Ambiente;L1;20;3;;17
3102;9690;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão;Biomecânica;L1;25;16;111,7;9
3102;9741;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão;Engenharia Automóvel;L1;40;25;114,8;15
3102;9871;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão;Contabilidade e Finanças (regime pós-laboral);L1;16;0;;16
3102;9885;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão;Engenharia Informática (regime pós-laboral);L1;35;7;105,7;28
3102;9886;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão;Engenharia Mecânica (regime pós-laboral);L1;15;0;;15
3102;9991;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão;Gestão (regime pós-laboral);L1;30;18;108,7;12
3102;L055;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão;Jogos Digitais e Multimédia;L1;44;45;120,2;0
3102;L104;Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão;Engenharia Eletrotécnica e de Computadores (regime pós-laboral);L1;15;0;;15
3103;8126;Instituto Politécnico de Leiria - Escola Superior de Artes e Design das Caldas da Rainha;Design Gráfico e Multimédia (regime pós-laboral);L1;25;27;125,3;0
3103;8525;Instituto Politécnico de Leiria - Escola Superior de Artes e Design das Caldas da Rainha;Design de Produto - Cerâmica e Vidro;L1;20;19;117,6;1
3103;9007;Instituto Politécnico de Leiria - Escola Superior de Artes e Design das Caldas da Rainha;Artes Plásticas;L1;50;51;115,3;0
3103;9074;Instituto Politécnico de Leiria - Escola Superior de Artes e Design das Caldas da Rainha;Design Industrial;L1;35;36;133,7;0
3103;9243;Instituto Politécnico de Leiria - Escola Superior de Artes e Design das Caldas da Rainha;Teatro;L1;22;24;132,3;0
3103;9457;Instituto Politécnico de Leiria - Escola Superior de Artes e Design das Caldas da Rainha;Som e Imagem;L1;65;66;129,8;0
3103;9723;Instituto Politécnico de Leiria - Escola Superior de Artes e Design das Caldas da Rainha;Design de Ambientes;L1;30;26;108,4;4
3103;9729;Instituto Politécnico de Leiria - Escola Superior de Artes e Design das Caldas da Rainha;Design Gráfico e Multimédia;L1;80;81;149,0;0
3103;L127;Instituto Politécnico de Leiria - Escola Superior de Artes e Design das Caldas da Rainha;Programação e Produção Cultural;L1;23;4;117,4;19
3105;8514;Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar de Peniche;Gestão de Eventos;L1;23;21;104,1;2
3105;9014;Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar de Peniche;Biologia Marinha e Biotecnologia;L1;50;28;107,1;22
3105;9016;Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar de Peniche;Biotecnologia;L1;30;5;128,0;25
3105;9178;Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar de Peniche;Gestão Turística e Hoteleira;L1;50;50;121,3;0
3105;9207;Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar de Peniche;Marketing Turístico;L1;30;31;114,3;0
3105;9254;Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar de Peniche;Turismo;L1;44;44;124,9;0
3105;9484;Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar de Peniche;Restauração e Catering;L1;25;14;103,5;11
