NomeFaculdade;CodigoFaculdade;NomeCurso;CodigoCurso;Grau;TotalDesempregados;TotalDiplomados
Universidade Lusófona de Humanidades e Tecnologias;2800;Engenharia Electrotécnica;9109;L;6;8
Universidade Lusófona de Humanidades e Tecnologias;2800;Engenharia Informática;9119;L;11;126
Universidade Lusófona de Humanidades e Tecnologias;2800;Estudos Europeus e Relações Internacionais;9136;L;3;31
Universidade Lusófona de Humanidades e Tecnologias;2800;Geografia e Desenvolvimento;9144;L;1;49
Universidade Lusófona de Humanidades e Tecnologias;2800;Gestão de Empresas;9152;L;56;415
Universidade Lusófona de Humanidades e Tecnologias;2800;Gestão de Recursos Humanos;9157;L;46;387
Universidade Lusófona de Humanidades e Tecnologias;2800;História;9181;L;2;17
Universidade Lusófona de Humanidades e Tecnologias;2800;Informática de Gestão;9186;L;9;82
Universidade Lusófona de Humanidades e Tecnologias;2800;Psicologia;9219;L;76;940
Universidade Lusófona de Humanidades e Tecnologias;2800;Química;9223;L;1;2
Universidade Lusófona de Humanidades e Tecnologias;2800;Serviço Social;9238;L;61;368
Universidade Lusófona de Humanidades e Tecnologias;2800;Sociologia;9240;L;14;92
Universidade Lusófona de Humanidades e Tecnologias;2800;Tradução e Interpretação;9253;L;1;19
Universidade Lusófona de Humanidades e Tecnologias;2800;Turismo;9254;L;24;195
Universidade Lusófona de Humanidades e Tecnologias;2800;Urbanismo e Ordenamento do Território;9256;L;3;37
Universidade Lusófona de Humanidades e Tecnologias;2800;Arquitectura;9257;M;17;135
Universidade Lusófona de Humanidades e Tecnologias;2800;Ciência Política - Cidadania e Governação;9268;M;2;25
Universidade Lusófona de Humanidades e Tecnologias;2800;Comunicação nas Organizações;9275;M;1;11
Universidade Lusófona de Humanidades e Tecnologias;2800;Design;9277;M;1;2
Universidade Lusófona de Humanidades e Tecnologias;2800;Direito;9279;M;1;18
Universidade Lusófona de Humanidades e Tecnologias;2800;Espaço Lusófono: Lusofonia e Relações Internacionais;9288;M;1;4
Universidade Lusófona de Humanidades e Tecnologias;2800;Gestão de Empresas;9298;M;1;18
Universidade Lusófona de Humanidades e Tecnologias;2800;Museologia;9318;M;1;18
Universidade Lusófona de Humanidades e Tecnologias;2800;Produção e Criação em Artes Tecnológicas;9323;M;1;2
Universidade Lusófona de Humanidades e Tecnologias;2800;Ciências de Engenharia - Engenharia e Gestão Industrial;9352;L;1;40
Universidade Lusófona de Humanidades e Tecnologias;2800;Psicologia Forense e da Exclusão Social;9377;M;15;138
Universidade Lusófona de Humanidades e Tecnologias;2800;Ciências Farmacêuticas;9494;M;15;174
Universidade Lusófona de Humanidades e Tecnologias;2800;Psicologia, Aconselhamento e Psicoterapias;9541;M;38;252
Universidade Lusófona de Humanidades e Tecnologias;2800;Ciências de Engenharia - Engenharia Biotecnológica;9543;L;4;103
Universidade Lusófona de Humanidades e Tecnologias;2800;Ciências de Engenharia - Engenharia Civil;9544;L;4;74
Universidade Lusófona de Humanidades e Tecnologias;2800;Ciências de Engenharia - Engenharia Electrotécnica;9545;L;2;36
Universidade Lusófona de Humanidades e Tecnologias;2800;Ciências Naturais - Ciências do Mar;9546;L;1;6
Universidade Lusófona de Humanidades e Tecnologias;2800;Segurança e Higiene do Trabalho;9550;L;4;14
Universidade Lusófona de Humanidades e Tecnologias;2800;Estudos Básicos de Ciências Farmacêuticas;9612;L;5;60
Universidade Lusófona de Humanidades e Tecnologias;2800;Estudos Gerais de Arquitectura;9615;L;21;117
Universidade Lusófona de Humanidades e Tecnologias;2800;Comunicação e Jornalismo;9662;L;5;65
Universidade Lusófona de Humanidades e Tecnologias;2800;Educação Física e Desporto;9736;L;21;400
Universidade Lusófona de Humanidades e Tecnologias;2800;Gestão de Unidades de Saúde;9766;L;6;36
Universidade Lusófona de Humanidades e Tecnologias;2800;Psicopedagogia Clínica;9794;L;1;21
Universidade Lusófona de Humanidades e Tecnologias;2800;Medicina Veterinária;9847;M;9;55
Universidade Lusófona de Humanidades e Tecnologias;2800;Engenharia Biotecnológica;M095;M;1;7
Universidade Lusófona de Humanidades e Tecnologias;2800;Gestão Aeronáutica;M284;M;1;1
Universidade Lusófona de Humanidades e Tecnologias;2800;Neuropsicologia Aplicada;M289;M;5;26
Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro;3011;Contabilidade e Administração;1121;B;5;482
Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro;3011;Contabilidade e Administração;1121;L;21;527
Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro;3011;Contabilidade e Administração Pública (regime nocturno);1853;L;4;23
Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro;3011;Contabilidade e Administração (regime nocturno);1915;B;2;122
Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro;3011;Contabilidade;6060;M;1;113
Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro;3011;Contabilidade e Administração Pública;6870;M;3;13
Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro;3011;Contabilidade;9056;L;68;938
Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro;3011;Finanças;9140;L;29;73
Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro;3011;Marketing;9205;L;25;108
Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro;3011;Marketing;9314;M;4;8
Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda;3012;Engenharia Electrotécnica;0247;B;1;38
Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda;3012;Engenharia Geográfica;0650;B;4;47
Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda;3012;Secretariado de Direcção;0748;B;3;78
Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda;3012;Tecnologias da Informação;8016;L;8;66
Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda;3012;Gestão da Qualidade;8405;L;4;0
Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda;3012;Engenharia Electrotécnica;9109;L;7;167
Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda;3012;Comércio;9715;L;12;109
Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda;3012;Documentação e Arquivística;9733;L;17;149
Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda;3012;Gestão Pública e Autárquica;9769;L;30;182
Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda;3012;Técnico Superior de Secretariado;9805;L;28;169
Universidade de Aveiro - Escola Superior de Saúde de Aveiro;3013;Enfermagem;1169;L;5;266
Universidade de Aveiro - Escola Superior de Saúde de Aveiro;3013;Fisioterapia;1364;L;3;105
Universidade de Aveiro - Escola Superior de Saúde de Aveiro;3013;Gerontologia;1496;L;3;46
Universidade de Aveiro - Escola Superior de Saúde de Aveiro;3013;Radiologia;1699;L;10;118
Universidade de Aveiro - Escola Superior de Saúde de Aveiro;3013;Radioterapia;1701;L;1;19
Universidade de Aveiro - Escola Superior de Saúde de Aveiro;3013;Terapia da Fala;1774;L;3;74
Universidade de Aveiro - Escola Superior de Saúde de Aveiro;3013;Enfermagem;9500;L;35;190
Universidade de Aveiro - Escola Superior de Saúde de Aveiro;3013;Fisioterapia;9504;L;7;65
Universidade de Aveiro - Escola Superior de Saúde de Aveiro;3013;Radiologia;9505;L;18;59
Universidade de Aveiro - Escola Superior de Saúde de Aveiro;3013;Gerontologia;9833;L;15;75
Universidade de Aveiro - Escola Superior de Saúde de Aveiro;3013;Terapia da Fala;9890;L;23;65
Universidade de Aveiro - Escola Superior de Design, Gestão e Tecnologias da Produção de Aveiro-Norte;3014;Tecnologia e Design de Produto;9245;L;15;82
Instituto Politécnico de Beja - Escola Superior Agrária;3021;Engenharia Técnica Agro-Industrial;0517;B;1;2
Instituto Politécnico de Beja - Escola Superior Agrária;3021;Engenharia Agro-Florestal;1211;B;4;82
Instituto Politécnico de Beja - Escola Superior Agrária;3021;Engenharia Agro-Florestal;1211;L;10;116
Instituto Politécnico de Beja - Escola Superior Agrária;3021;Engenharia Agro-Pecuária;1225;B;1;90
Instituto Politécnico de Beja - Escola Superior Agrária;3021;Engenharia Agro-Pecuária;1225;L;7;91
Instituto Politécnico de Beja - Escola Superior Agrária;3021;Engenharia Alimentar;1228;L;8;175
Instituto Politécnico de Beja - Escola Superior Agrária;3021;Engenharia do Ambiente;1315;L;13;108
Instituto Politécnico de Beja - Escola Superior Agrária;3021;Engenharia dos Sistemas Agrícolas e Ambientais;1328;L;2;60
Instituto Politécnico de Beja - Escola Superior Agrária;3021;Agronomia;9003;L;9;2
Instituto Politécnico de Beja - Escola Superior Agrária;3021;Biologia;9011;L;10;41
Instituto Politécnico de Beja - Escola Superior Agrária;3021;Engenharia Agronómica;9086;L;10;151
Instituto Politécnico de Beja - Escola Superior Agrária;3021;Engenharia Alimentar;9087;L;33;190
Instituto Politécnico de Beja - Escola Superior Agrária;3021;Engenharia do Ambiente;9099;L;25;150
Instituto Politécnico de Beja - Escola Superior Agrária;3021;Engenharia Alimentar;9567;M;1;14
Instituto Politécnico de Beja - Escola Superior Agrária;3021;Biologia e Recursos Naturais;9618;L;7;23
Instituto Politécnico de Beja - Escola Superior Agrária;3021;Agronomia;M490;M;2;0
Instituto Politécnico de Beja - Escola Superior de Educação;3022;Educação de Infância;0625;L;44;234
Instituto Politécnico de Beja - Escola Superior de Educação;3022;Ensino Básico - 1.º Ciclo;0707;L;37;166
Instituto Politécnico de Beja - Escola Superior de Educação;3022;Artes Decorativas;1008;L;4;14
Instituto Politécnico de Beja - Escola Superior de Educação;3022;Animação Sociocultural;1045;B;2;94
Instituto Politécnico de Beja - Escola Superior de Educação;3022;Animação Sociocultural;1045;L;17;115
Instituto Politécnico de Beja - Escola Superior de Educação;3022;Desporto, Actividade Física e Lazer;1161;L;4;20
Instituto Politécnico de Beja - Escola Superior de Educação;3022;Professores de Educação Musical do Ensino Básico;1636;L;7;32
Instituto Politécnico de Beja - Escola Superior de Educação;3022;Professores do 2.º Ciclo Ens. Básico, var. de Educação Visual e Tecnológica;1639;L;32;87
Instituto Politécnico de Beja - Escola Superior de Educação;3022;Professores do Ensino Básico, variante de Educação Física;1647;L;4;43
Instituto Politécnico de Beja - Escola Superior de Educação;3022;Professores do Ensino Básico, variante de Matemática e Ciências da Natureza;1651;L;28;75
Instituto Politécnico de Beja - Escola Superior de Educação;3022;Professores do Ensino Básico, variante de Português e Francês;1653;L;8;30
Instituto Politécnico de Beja - Escola Superior de Educação;3022;Professores do Ensino Básico, variante de Português e Inglês;1655;L;10;37
Instituto Politécnico de Beja - Escola Superior de Educação;3022;Professores do 1.º ciclo do Ensino Básico;2857;L;1;54
Instituto Politécnico de Beja - Escola Superior de Educação;3022;Educação Pré-Escolar e Ensino do 1.º Ciclo do Ensino Básico;6915;M;4;21
Instituto Politécnico de Beja - Escola Superior de Educação;3022;Animação Sociocultural;9005;L;31;140
Instituto Politécnico de Beja - Escola Superior de Educação;3022;Serviço Social;9238;L;51;257
Instituto Politécnico de Beja - Escola Superior de Educação;3022;Artes Plásticas e Multimédia;9347;L;33;105
Instituto Politécnico de Beja - Escola Superior de Educação;3022;Educação e Comunicação Multimédia;9354;L;35;131
Instituto Politécnico de Beja - Escola Superior de Educação;3022;Desporto;9563;L;21;106
Instituto Politécnico de Beja - Escola Superior de Educação;3022;Educação Básica;9853;L;5;75
Instituto Politécnico de Beja - Escola Superior de Educação;3022;Educação e Cuidados na Primeira Infância;M026;M;1;2
Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão;3023;Engenharia Topográfica;0339;B;1;14
Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão;3023;Engenharia Civil;1245;L;7;49
Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão;3023;Engenharia Topográfica;1322;B;2;37
Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão;3023;Engenharia Topográfica;1322;L;2;35
Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão;3023;Engenharia Informática;1452;B;2;78
Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão;3023;Engenharia Informática;1452;L;7;41
Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão;3023;Estratégia e Gestão Turísticas;1502;L;4;36
Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão;3023;Gestão de Empresas;1515;B;1;109
Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão;3023;Gestão de Empresas;1515;L;18;150
Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão;3023;Engenharia Civil;9089;L;36;126
Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão;3023;Engenharia Informática;9119;L;21;173
Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão;3023;Gestão de Empresas;9152;L;48;221
Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão;3023;Informática de Gestão;9186;L;5;26
Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão;3023;Protecção Civil;9218;L;9;94
Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão;3023;Solicitadoria;9242;L;5;0
Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão;3023;Turismo;9254;L;28;188
Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão;3031;Contabilidade e Finanças Públicas;1136;B;2;185
Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão;3031;Contabilidade e Finanças Públicas;1136;L;22;197
Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão;3031;Contabilidade Empresarial;1137;B;2;137
Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão;3031;Contabilidade Empresarial;1137;L;13;169
Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão;3031;Fiscalidade;1518;B;3;109
Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão;3031;Fiscalidade;1518;L;4;122
Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão;3031;Contabilidade (regime nocturno);1917;L;7;169
Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão;3031;Gestão de Actividades Turísticas;8156;L;13;9
Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão;3031;Gestão Pública (regime de ensino a distância);8402;L;1;0
Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão;3031;Contabilidade;9056;L;43;153
Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão;3031;Finanças;9140;L;19;77
Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão;3031;Solicitadoria;9242;L;61;73
Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão;3031;Fiscalidade;9759;L;46;142
Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão;3031;Contabilidade (regime pós-laboral);9869;L;4;181
Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão;3031;Gestão Bancária e Seguros;9920;L;21;33
Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão;3031;Fiscalidade;M040;M;1;2
Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão;3031;Gestão das Organizações;M042;M;1;6
Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia;3032;Sistemas de Informação para a Gestão;1767;L;7;55
Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia;3032;Engenharia de Sistemas Informáticos;8409;L;6;0
Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia;3032;Informática Médica;8467;L;10;12
Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia;3032;Design Industrial;9074;L;46;146
Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia;3032;Engenharia Electrotécnica e de Computadores;9112;L;7;10
Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia;3032;Informática;9185;L;9;59
Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia;3032;Design Gráfico;9470;L;49;111
Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia;3032;Informática para a Saúde;9481;L;13;82
Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia;3032;Sistemas Integrados de Gestão QAS (Qualidade, Ambiente, Segurança);M073;M;3;11
Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;3041;Engenharia Agronómica;1222;L;8;128
Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;3041;Engenharia Biotecnológica;1229;B;2;137
Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;3041;Engenharia Biotecnológica;1229;L;13;173
Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;3041;Engenharia do Ambiente e Território;1318;L;19;181
Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;3041;Engenharia Zootécnica;1356;L;2;14
Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;3041;Engenharia Florestal;1432;L;9;56
Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;3041;Agroecologia;6348;M;1;7
Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;3041;Gestão de Recursos Florestais;6363;M;3;18
Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;3041;Qualidade e Segurança Alimentar;6369;M;11;79
Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;3041;Fitofarmácia e Plantas Aromáticas e Medicinais;8401;L;7;18
Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;3041;Enfermagem Veterinária;9085;L;33;76
Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;3041;Engenharia Agronómica;9086;L;11;160
Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;3041;Engenharia Alimentar;9087;L;33;128
Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;3041;Engenharia Biotecnológica;9088;L;30;240
Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;3041;Engenharia do Ambiente;9099;L;23;110
Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;3041;Engenharia Florestal;9114;L;3;83
Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;3041;Engenharia Zootécnica;9129;L;17;99
Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;3041;Fitoquímica e Fitofarmacologia;9142;L;7;31
Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;3041;Tecnologia Veterinária;9246;L;1;30
Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;3041;Tecnologia Ambiental;M076;M;5;10
Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança;3041;Farmácia e Química de Produtos Naturais;M524;M;1;0
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;3042;Educação de Infância;0625;L;50;370
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;3042;Ensino Básico - 1.º Ciclo;0707;L;73;331
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;3042;Animação e Produção Artística;1024;L;13;131
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;3042;Ciências do Desporto, variante de Gestão e Lazer;1087;L;6;69
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;3042;Professores de Educação Musical do Ensino Básico;1636;L;1;24
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;3042;Professores do 2.º Ciclo Ens. Básico, var. de Educação Visual e Tecnológica;1639;L;24;135
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;3042;Professores do Ensino Básico, variante de Educação Física;1647;L;20;177
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;3042;Professores do Ensino Básico, variante de Educação Musical;1649;L;10;60
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;3042;Professores do Ensino Básico, variante de Matemática e Ciências da Natureza;1651;L;49;167
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;3042;Professores do Ensino Básico, variante de Português e Francês;1653;L;12;63
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;3042;Professores do Ensino Básico, var. de Português, História e Ciênc. Sociais;1654;L;12;38
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;3042;Professores do Ensino Básico, variante de Português e Inglês;1655;L;11;73
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;3042;Tradução;1788;L;3;26
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;3042;Educadores de Infância;2855;L;1;7
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;3042;Professores do 1.º ciclo do Ensino Básico;2857;L;2;51
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;3042;Educação Ambiental;6083;M;1;9
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;3042;Ensino de Educação Visual e Tecnológica no Ensino Básico;6405;M;1;19
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;3042;Ensino de Educação Musical no Ensino Básico;6406;M;1;6
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;3042;Ensino de Inglês e de Espanhol no Ensino Básico;6795;M;2;3
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;3042;Educação Pré-Escolar;6914;M;2;32
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;3042;Educação Pré-Escolar e Ensino do 1.º Ciclo do Ensino Básico;6915;M;8;19
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;3042;Ensino do 1.º Ciclo do Ensino Básico;6924;M;3;13
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;3042;Ensino do 1.º e do 2.º Ciclo do Ensino Básico;6925;M;7;20
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;3042;Línguas Estrangeiras: Inglês e Espanhol;8323;L;2;5
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;3042;Línguas para Relações Internacionais;8374;L;2;6
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;3042;Educação Ambiental;9082;L;13;70
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;3042;Educação Social;9084;L;127;471
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;3042;Línguas e Relações Internacionais;9197;L;7;42
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;3042;Música;9214;L;6;28
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;3042;Educação Social;9284;M;3;8
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;3042;Desporto;9563;L;37;144
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;3042;Educação Básica;9853;L;17;133
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;3042;Arte e Design;9898;L;24;38
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;3042;Animação e Produção Artística;9933;L;23;57
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;3042;TIC - Educação e Formação;M083;M;1;16
Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança;3042;Ensino das Ciências;M322;M;1;13
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;3043;Contabilidade e Administração;1121;B;1;102
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;3043;Contabilidade e Administração;1121;L;7;102
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;3043;Engenharia Civil;1245;B;4;164
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;3043;Engenharia Civil;1245;L;19;113
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;3043;Engenharia Electrotécnica;1398;L;6;45
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;3043;Engenharia Informática;1452;B;3;83
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;3043;Engenharia Informática;1452;L;5;60
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;3043;Engenharia Mecânica;1463;L;3;36
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;3043;Engenharia Química;1484;L;17;125
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;3043;Gestão de Empresas;1515;L;10;82
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;3043;Gestão e Engenharia Industrial;1553;L;3;5
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;3043;Informática de Gestão;1572;B;1;64
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;3043;Informática de Gestão;1572;L;10;75
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;3043;Engenharia Química;6362;M;6;41
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;3043;Contabilidade e Finanças;6395;M;1;2
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;3043;Sistemas de Informação;6686;M;1;26
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;3043;Energias Renováveis e Eficiência Energética;6793;M;2;23
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;3043;Contabilidade;9056;L;39;271
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;3043;Engenharia Civil;9089;L;40;241
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;3043;Engenharia e Gestão Industrial;9104;L;2;30
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;3043;Engenharia Electrotécnica;9109;L;7;127
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;3043;Engenharia Electrotécnica e de Computadores;9112;L;7;0
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;3043;Engenharia Informática;9119;L;16;144
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;3043;Engenharia Mecânica;9123;L;19;167
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;3043;Engenharia Química;9125;L;3;83
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;3043;Engenharia Química e Biológica;9126;L;9;50
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;3043;Gestão;9147;L;51;180
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;3043;Informática de Gestão;9186;L;17;76
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;3043;Engenharia Biomédica;9455;L;20;104
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;3043;Engenharia Industrial;9572;M;4;26
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;3043;Engenharia de Energias Renováveis;9910;L;10;36
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;3043;Gestão das Organizações;M042;M;1;17
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;3043;Engenharia da Construção;M323;M;1;10
Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança;3043;Tecnologia Biomédica;M324;M;11;23
Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela;3045;Contabilidade e Administração;1121;L;3;59
Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela;3045;Gestão Sociocultural;1521;L;3;19
Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela;3045;Gestão e Administração Pública;1554;L;2;23
Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela;3045;Informática de Gestão;1572;L;1;30
Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela;3045;Informática e Comunicações;1580;L;1;6
