NomeFaculdade;CodigoFaculdade;NomeCurso;CodigoCurso;Grau;TotalDesempregados;TotalDiplomados
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Ensino de Física e Química no 3º C. do Ensino Básico e no Ensino Secundário;6452;M;1;12
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Conservação - Restauro;8036;L;5;76
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Ciências da Engenharia Civil;8507;L;13;221
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Bioquímica;9015;L;10;153
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Engenharia de Materiais;9096;L;1;42
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Engenharia Geológica;9116;L;2;58
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Engenharia Informática;9119;L;17;704
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Matemática;9209;L;3;56
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Química Aplicada;9224;L;12;131
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Biologia Celular e Molecular;9348;L;10;201
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Ciências de Engenharia de Materiais;9349;L;1;49
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Engenharia Biomédica;9359;M;5;178
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Engenharia Civil;9360;M;36;196
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Engenharia Electrotécnica e de Computadores;9367;M;3;184
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Engenharia Física;9368;M;3;63
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Engenharia Mecânica;9369;M;7;117
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Engenharia Química e Bioquímica;9370;M;21;147
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Bioorgânica;9395;M;1;23
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Bioquímica;9396;M;1;0
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Bioquímica Estrutural e Funcional;9398;M;1;12
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Biotecnologia;9399;M;4;108
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Conservação e Restauro;9405;M;2;61
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Engenharia de Materiais;9415;M;1;28
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Engenharia Geológica (Georecursos);9424;M;1;16
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Engenharia Geológica (Geotecnia);9425;M;5;38
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Tecnologia e Segurança Alimentar;9445;M;6;66
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Engenharia do Ambiente;9508;M;33;438
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Engenharia e Gestão Industrial;9509;M;5;84
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Genética Molecular e Biomedicina;9523;M;3;89
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Ciências de Engenharia Mecânica;9579;L;3;134
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Ciências de Engenharia Biomédica;9593;L;6;225
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Ciências de Engenharia do Ambiente;9595;L;18;271
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Ciências de Engenharia e Gestão Industrial;9596;L;9;137
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Ciências de Engenharia Electrotécnica e de Computadores;9597;L;12;311
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Ciências de Engenharia Física;9598;L;2;42
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Energias Renováveis - Conversão Eléctrica e Utilização Sustentáveis;M089;M;4;17
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Engenharia da Soldadura;M315;M;1;6
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Engenharia Civil - Estruturas e Geotecnia;M375;M;7;61
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Engenharia Civil - Reabilitação de Edifícios;M376;M;6;23
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Urbanismo Sustentável e Ordenamento do Território;M518;M;2;0
Universidade Nova de Lisboa - Faculdade de Economia;0904;Economia;0156;L;10;612
Universidade Nova de Lisboa - Faculdade de Economia;0904;Gestão;0416;L;10;393
Universidade Nova de Lisboa - Faculdade de Economia;0904;Economia;4156;M;2;17
Universidade Nova de Lisboa - Faculdade de Economia;0904;Gestão de Empresas;4480;M;4;62
Universidade Nova de Lisboa - Faculdade de Economia;0904;Economia;9081;L;24;1088
Universidade Nova de Lisboa - Faculdade de Economia;0904;Gestão;9147;L;23;1158
Universidade Nova de Lisboa - Faculdade de Economia;0904;Economia;9280;M;3;167
Universidade Nova de Lisboa - Faculdade de Economia;0904;Finanças;9294;M;4;258
Universidade Nova de Lisboa - Faculdade de Economia;0904;Gestão;9295;M;23;547
Universidade Nova de Lisboa - Instituto de Higiene e Medicina Tropical;0905;Parasitologia Médica;4703;M;2;42
Universidade Nova de Lisboa - Instituto de Higiene e Medicina Tropical;0905;Ciências Biomédicas;5112;D;2;43
Universidade Nova de Lisboa - Instituto de Higiene e Medicina Tropical;0905;Ciências Biomédicas;5573;D;1;0
Universidade Nova de Lisboa - Instituto de Higiene e Medicina Tropical;0905;Saúde e Desenvolvimento;6549;M;1;9
Universidade Nova de Lisboa - Instituto de Higiene e Medicina Tropical;0905;Saúde e Desenvolvimento;M130;M;2;40
Universidade Nova de Lisboa - Instituto Superior de Estatística e Gestão de Informação;0906;Estatística e Gestão de Informação (licenciatura terminal);0355;L;8;152
Universidade Nova de Lisboa - Instituto Superior de Estatística e Gestão de Informação;0906;Estatística e Gestão de Informação;0642;L;2;8
Universidade Nova de Lisboa - Instituto Superior de Estatística e Gestão de Informação;0906;Gestão de Informação;1501;L;1;79
Universidade Nova de Lisboa - Instituto Superior de Estatística e Gestão de Informação;0906;Ciência e Sistemas de Informação Geográfica;4161;M;1;24
Universidade Nova de Lisboa - Instituto Superior de Estatística e Gestão de Informação;0906;Estatística e Gestão de Informação;4281;M;2;83
Universidade Nova de Lisboa - Instituto Superior de Estatística e Gestão de Informação;0906;Gestão de Informação;9155;L;11;234
Universidade Nova de Lisboa - Instituto Superior de Estatística e Gestão de Informação;0906;Ciências e Sistemas de Informação Geográfica;9373;M;1;59
Universidade Nova de Lisboa - Instituto Superior de Estatística e Gestão de Informação;0906;Estatística e Gestão de Informação;9375;M;4;120
Universidade Nova de Lisboa - Escola Nacional de Saúde Pública;0908;Saúde Pública;4815;M;1;103
Universidade Nova de Lisboa - Escola Nacional de Saúde Pública;0908;Saúde Pública;5785;D;1;16
Universidade Nova de Lisboa - Escola Nacional de Saúde Pública;0908;Gestão da Saúde;6155;M;1;79
Universidade Nova de Lisboa - Instituto de Tecnologia Química e Biológica;0910;Biologia;5050;D;1;102
Universidade Nova de Lisboa - Instituto de Tecnologia Química e Biológica;0910;Bioquímica;5063;D;1;62
Universidade Nova de Lisboa - Instituto de Tecnologia Química e Biológica;0910;Biologia;5309;D;3;90
Universidade Nova de Lisboa - Instituto de Tecnologia Química e Biológica;0910;Química;5720;D;1;14
Universidade Nova de Lisboa - Faculdade de Direito;0911;Direito;0153;L;10;504
Universidade Nova de Lisboa - Faculdade de Direito;0911;Direito;9078;L;18;409
Universidade Nova de Lisboa - Faculdade de Direito;0911;Direito;9279;M;6;163
Universidade Nova de Lisboa - Faculdade de Direito;0911;Direito e Segurança;M317;M;1;32
Universidade do Minho;1000;Administração Pública;0003;L;35;344
Universidade do Minho;1000;Arquitectura;0022;L;41;244
Universidade do Minho;1000;Biologia e Geologia (Ensino de);0054;L;46;198
Universidade do Minho;1000;Arqueologia;0071;L;5;49
Universidade do Minho;1000;Comunicação Social;0112;L;32;378
Universidade do Minho;1000;Biologia Aplicada;0133;L;6;246
Universidade do Minho;1000;Direito;0153;L;31;686
Universidade do Minho;1000;Economia;0156;L;22;375
Universidade do Minho;1000;Educação;0165;L;49;359
Universidade do Minho;1000;Engenharia Biológica;0224;L;18;204
Universidade do Minho;1000;Engenharia Civil;0233;L;61;899
Universidade do Minho;1000;Engenharia Electrónica Industrial;0242;L;1;104
Universidade do Minho;1000;Engenharia e Gestão Industrial;0290;L;21;181
Universidade do Minho;1000;Engenharia de Materiais;0302;L;3;56
Universidade do Minho;1000;Engenharia Mecânica;0304;L;18;287
Universidade do Minho;1000;Engenharia de Polímeros;0324;L;6;127
Universidade do Minho;1000;Engenharia de Sistemas e Informática;0340;L;15;531
Universidade do Minho;1000;Engenharia Têxtil;0344;L;5;120
Universidade do Minho;1000;Engenharia do Vestuário;0346;L;4;57
Universidade do Minho;1000;Física;0374;L;3;38
Universidade do Minho;1000;Física e Química (Ensino de);0383;L;69;286
Universidade do Minho;1000;Estudos Portugueses e Franceses;0399;L;1;8
Universidade do Minho;1000;Geologia;0405;L;3;52
Universidade do Minho;1000;Gestão;0416;L;36;467
Universidade do Minho;1000;Gestão de Empresas;0441;L;6;47
Universidade do Minho;1000;História;0453;L;10;73
Universidade do Minho;1000;História (Ensino de);0454;L;17;123
Universidade do Minho;1000;História, variante de Arqueologia;0459;L;5;64
Universidade do Minho;1000;Informática de Gestão;0491;L;27;496
Universidade do Minho;1000;Inglês e Alemão (Ensino de);0494;L;16;150
Universidade do Minho;1000;Geografia e Planeamento;0515;L;37;285
Universidade do Minho;1000;Estudos Portugueses e Ingleses;0535;L;1;13
Universidade do Minho;1000;Matemática;0559;L;11;74
Universidade do Minho;1000;Matemática (Ensino de);0560;L;75;309
Universidade do Minho;1000;Matemática Aplicada;0565;L;5;34
Universidade do Minho;1000;Matemática e Ciências da Computação;0571;L;16;176
Universidade do Minho;1000;Línguas Estrangeiras Aplicadas;0588;L;16;255
Universidade do Minho;1000;Educação de Infância;0625;L;32;358
Universidade do Minho;1000;Português (Ensino de);0628;L;43;251
Universidade do Minho;1000;Português e Alemão (Ensino de);0629;L;9;60
Universidade do Minho;1000;Português e Francês (Ensino de);0630;L;30;150
Universidade do Minho;1000;Português e Inglês (Ensino de);0633;L;20;204
Universidade do Minho;1000;Optometria e Ciências da Visão;0659;L;9;318
Universidade do Minho;1000;Psicologia;0695;L;50;565
Universidade do Minho;1000;Química;0705;L;4;66
Universidade do Minho;1000;Ensino Básico - 1.º Ciclo;0707;L;40;308
Universidade do Minho;1000;Química Aplicada;0711;L;8;132
Universidade do Minho;1000;Relações Internacionais;0732;L;51;455
Universidade do Minho;1000;Sociologia;0759;L;45;350
Universidade do Minho;1000;Sociologia das Organizações;0761;L;9;31
Universidade do Minho;1000;Estudos Portugueses;0867;L;1;20
Universidade do Minho;1000;Geologia, ramo de Recursos e Planeamento;0891;L;1;8
Universidade do Minho;1000;Química, ramo de Controlo de Qualidade de Materiais Têxteis;0930;L;5;42
Universidade do Minho;1000;Engenharia Electrónica Industrial e Computadores;1238;L;9;123
Universidade do Minho;1000;Estudos Ingleses e Alemães;1353;L;1;8
Universidade do Minho;1000;Negócios Internacionais;1666;L;5;32
Universidade do Minho;1000;Educadores de Infância;2855;L;3;75
Universidade do Minho;1000;Professores do 1.º ciclo do Ensino Básico;2857;L;6;98
Universidade do Minho;1000;Ciências do Ambiente;4052;M;1;67
Universidade do Minho;1000;Ciências da Comunicação;4076;M;9;39
Universidade do Minho;1000;Contabilidade e Administração;4116;M;1;46
Universidade do Minho;1000;Contabilidade e Auditoria;4117;M;1;29
Universidade do Minho;1000;Design e Marketing;4137;M;1;67
Universidade do Minho;1000;Economia;4156;M;2;15
Universidade do Minho;1000;Educação de Infância;4183;M;1;27
Universidade do Minho;1000;Educação;4186;M;10;578
Universidade do Minho;1000;Electrónica Industrial;4188;M;1;23
Universidade do Minho;1000;Engenharia Civil;4192;M;4;66
Universidade do Minho;1000;Engenharia de Polímeros;4203;M;1;12
Universidade do Minho;1000;Engenharia Industrial;4206;M;1;26
Universidade do Minho;1000;Engenharia Municipal;4212;M;2;21
Universidade do Minho;1000;Engenharia Humana;4218;M;2;37
Universidade do Minho;1000;Estudos da Criança;4302;M;3;217
Universidade do Minho;1000;Estudos Luso-Alemães;4327;M;2;12
Universidade do Minho;1000;Filosofia;4348;M;1;27
Universidade do Minho;1000;Biologia do Stress em Plantas;4361;M;1;7
Universidade do Minho;1000;Física;4396;M;3;53
Universidade do Minho;1000;Genética Molecular;4428;M;2;29
Universidade do Minho;1000;Gestão de Recursos Humanos;4455;M;1;23
Universidade do Minho;1000;Gestão de Empresas;4480;M;1;29
Universidade do Minho;1000;Evolução e Origem da Vida;4537;M;2;12
Universidade do Minho;1000;Informática;4564;M;2;56
Universidade do Minho;1000;Linguística;4576;M;1;15
Universidade do Minho;1000;Gestão Ambiental;4638;M;1;15
Universidade do Minho;1000;Projecto e Fabrico de Moldes;4685;M;1;9
Universidade do Minho;1000;Património e Turismo;4742;M;2;29
Universidade do Minho;1000;Psicologia;4756;M;8;142
Universidade do Minho;1000;Química;4768;M;2;40
Universidade do Minho;1000;Sistemas de Informação;4832;M;1;87
Universidade do Minho;1000;Sociologia;4846;M;5;42
Universidade do Minho;1000;Sociologia da Infância;4851;M;1;39
Universidade do Minho;1000;Tecnologia do Ambiente;4857;M;1;26
Universidade do Minho;1000;Teoria da Literatura e Literatura Portuguesa;4879;M;1;30
Universidade do Minho;1000;Ciência e Tecnologia dos Materiais;5092;D;1;12
Universidade do Minho;1000;Ciência Política e Relações Internacionais;5095;D;1;4
Universidade do Minho;1000;Ciências;5100;D;1;93
Universidade do Minho;1000;Ciências da Comunicação;5115;D;1;13
Universidade do Minho;1000;Ciências da Educação;5116;D;2;33
Universidade do Minho;1000;Ciências da Comunicação;5132;D;1;11
Universidade do Minho;1000;Educação;5244;D;2;71
Universidade do Minho;1000;Engenharia Mecânica;5303;D;1;22
Universidade do Minho;1000;Engenharia Química e Biológica;5312;D;1;43
Universidade do Minho;1000;Tecnologias e Sistemas de Informação;5589;D;1;11
Universidade do Minho;1000;Psicologia;5715;D;3;76
Universidade do Minho;1000;Engenharia Industrial e de Sistemas;5730;D;1;18
Universidade do Minho;1000;Arqueologia;6011;M;2;11
Universidade do Minho;1000;Ciências da Educação;6031;M;4;244
Universidade do Minho;1000;Contabilidade;6060;M;2;35
Universidade do Minho;1000;Direitos Humanos;6074;M;2;29
Universidade do Minho;1000;Estatística;6099;M;1;11
Universidade do Minho;1000;Genética Molecular;6131;M;4;91
Universidade do Minho;1000;História;6158;M;2;6
Universidade do Minho;1000;Ordenamento e Valorização dos Recursos Geológicos;6201;M;1;16
Universidade do Minho;1000;Biotecnologia e Bio-Empreendedorismo em Plantas Aromáticas e Medicinais;6272;M;3;22
Universidade do Minho;1000;Direito Judiciário (Direitos Processuais e Organização Judiciária);6285;M;2;33
Universidade do Minho;1000;Economia e Política da Saúde;6288;M;1;16
Universidade do Minho;1000;Economia Social;6292;M;1;14
Universidade do Minho;1000;Geografia;6307;M;4;19
Universidade do Minho;1000;Marketing e Gestão Estratégica;6317;M;2;46
Universidade do Minho;1000;Património Geológico e Geoconservação;6321;M;2;15
Universidade do Minho;1000;Propriedades e Tecnologia de Polímeros;6325;M;1;8
Universidade do Minho;1000;Química Medicinal;6329;M;2;35
Universidade do Minho;1000;Técnicas de Caracterização e Análise Química;6333;M;4;29
Universidade do Minho;1000;Economia, Mercados e Políticas Públicas;6339;M;2;11
Universidade do Minho;1000;Tecnologia e Arte Digital;6380;M;2;11
Universidade do Minho;1000;Ensino de Biologia e de Geologia no 3.º C do Ens Básico e no Ens Secundário;6449;M;7;5
Universidade do Minho;1000;Ensino de Matemática no 3.º C. do Ensino Básico e no Secundário;6451;M;7;12
Universidade do Minho;1000;Ensino de Educação Física nos Ensinos Básico e Secundário;6454;M;3;14
Universidade do Minho;1000;Ensino de Português no 3º C Ens Bás e Ens Sec e  Espanhol nos Ens Bas e Sec;6455;M;2;27
Universidade do Minho;1000;Ensino de História e de Geografia no 3.º C. do Ens Bás. e no Ens Secundário;6457;M;2;5
